"study","tissue","signature","tau"
"OSD-937","skeletal_muscle","GIST cell cycle dysregulation is required for progression to high-risk disease but not for resistance to kinase inhibitors GSE59841_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA-sequencing of the GSI treatment of the CUTLL1 cell line GSE61999_1",8.32208597378112
"OSD-937","skeletal_muscle","Effect in HCT116 cells of 3hr cortistatin A treatment on gene expression. GSE65030_1",8.3152812676066
"OSD-937","skeletal_muscle","Treatment of prostate cancer cells with S-adenosylmethionine leads to genomewide alterations of transcription profiles GSE71070_1",99.8483224748424
"OSD-993","mixed_cell","XX-650-23, an inhibitor of CREB-CBP interaction, effect on acute myeloid leukemia cell line GSE74928_1",-14.6362887845721
"OSD-993","mixed_cell","Enhancement of Human B Cell Differentiation and Function in Lymph Nodes by the TLR9 Agonist MGN1703 GSE130307_1",-75.1226183678822
"OSD-993","mixed_cell","THZ1 targeting CDK7 suppresses STAT transcriptional activity and sensitizes T-cell lymphomas to BCL2 inhibitors GSE79955_1",-15.3436651626254
"OSD-993","mixed_cell","Messenger RNA expression after MK2206/DMSO treatment of T47D cells GSE80591_1",100
"OSD-993","mixed_cell","Transcriptome analysis of HEK 293 cells after treatment with Quinolinol B23 GSE130876_1",-15.3436651626254
"OSD-993","mixed_cell","Novel KDM1A inhibitors induce differentiation and apoptosis of glioma stem cells via unfolded protein response (UPR) pathway GSE84603_1",2.5965171229191
"OSD-993","mixed_cell","Inhibition of ERG Activity in Patient Derived Prostate Cancer Xenografts using the Small Molecule Inhibitor YK-4-279 GSE86387_1",-5.22647858948003
"OSD-993","mixed_cell","RNAseq of normal associate fibroblasts after treatment with large oncosomes from prostate cancer cells GSE87563_1",-15.3436651626254
"OSD-993","mixed_cell","High-Throughput Screening of Human Induced Pluripotent Stem Cell Cardiomyocytes Predicts Tyrosine Kinase Inhibitor Cardiotoxicity GSE88944_1",-15.3436651626254
"OSD-993","mixed_cell","Agonistic targeting of TLR1/TLR2 induces p38 MAPK-dependent apoptosis and NfkB-dependent differentiation of AML cells GSE92744_1",100
"OSD-993","mixed_cell","Therapeutic utility of natural estrogen receptor beta agonists on ovarian cancer GSE93807_1",-15.3436651626254
"OSD-993","mixed_cell","Self-organized cerebral organoids with human specific features predict effective drugs to combat Zika virus infection [RNA-seq] GSE97919_1",-15.3436651626254
"OSD-993","mixed_cell","Defining a microRNA-mRNA targetome for calcineurin inhibitor induced nephrotoxicity GSE98670_1",29.3663713563715
"OSD-993","mixed_cell","Inhibitors of the histone methyltransferases EZH2/1 induce a potent antiviral state and suppress infection by diverse viral pathogens [RNA-Seq] GSE99839_1",-15.3436651626254
"OSD-993","mixed_cell","Effect of digoxin treatment on the gene and alternative splice expression in human pluripotent stem cells- derived mesenchymal stem cells GSE99944_1",-15.3436651626254
"OSD-993","mixed_cell","Transcriptome sequencing of human coronary artery smooth muscle cell under treatment of nitrated fatty acid GSE100676_1",-29.2897156517285
"OSD-993","mixed_cell","Transcriptome sequencing of human coronary artery smooth muscle cell under treatment of nitrated fatty acid GSE100676_2",-15.3436651626254
"OSD-993","mixed_cell","Transcriptome analysis of Group 3 and 4 medulloblastoma orthotopic xenograft mice with digoxin treatment GSE115542_1",55.7051489144819
"OSD-993","mixed_cell","Transcriptome analysis of Group 3 and 4 medulloblastoma orthotopic xenograft mice with digoxin treatment GSE115542_2",21.4656986851627
"OSD-993","mixed_cell","RNA-seq of eight lymphoblastoid cell lines after AHR ligand treatments GSE116637_1",4.07401133660029
"OSD-993","mixed_cell","RNA-seq of eight lymphoblastoid cell lines after AHR ligand treatments GSE116637_2",-22.9965797871024
"OSD-993","mixed_cell","Expression Profiling of U2OS Cell Lines Transfected with MicroRNA-571 Mimic or MicroRNA-571 Inhibitor vs. MicroRNA-Control Transfected U2OS Cell Lines GSE118998_1",-15.3474101282725
"OSD-993","mixed_cell","Expression Profiling of U2OS Cell Lines Transfected with MicroRNA-571 Mimic or MicroRNA-571 Inhibitor vs. MicroRNA-Control Transfected U2OS Cell Lines GSE118998_2",-15.3436651626254
"OSD-993","mixed_cell","Gene expression profile of a FLT3-ITD acute myeloid leukemia cell line treated with FLT3 inhibitors for six and twelve hours GSE121272_1",-15.3436651626254
"OSD-993","mixed_cell","Gene expression profile of a FLT3-ITD acute myeloid leukemia cell line treated with FLT3 inhibitors for six and twelve hours GSE121272_2",-15.3436651626254
"OSD-993","mixed_cell","Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1",-15.3436651626254
"OSD-993","mixed_cell","Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2",-17.3757850354894
"OSD-993","mixed_cell","BI-3406, a potent and selective SOS1::KRAS interaction inhibitor, is effective in KRAS-driven cancers through combined MEK inhibition GSE128385_1",-15.3436651626254
"OSD-993","mixed_cell","BI-3406, a potent and selective SOS1::KRAS interaction inhibitor, is effective in KRAS-driven cancers through combined MEK inhibition GSE128385_2",-26.0697561334783
"OSD-993","mixed_cell","Visualization and Sequencing of Accessible Chromatin Reveals Cell Cycle and Post-HDAC inhibitor Treatment Dynamics GSE139253_1",-3.1317973674479
"OSD-993","mixed_cell","Effect of ER stress on MUC1 kidney disease patient derived cells and and treatment by BRD4780 GSE129942_1",-15.3436651626254
"OSD-993","mixed_cell","Effect of ER stress on MUC1 kidney disease patient derived cells and and treatment by BRD4780 GSE129942_2",-15.3436651626254
"OSD-993","mixed_cell","A USP28-∆Np63 axis is a druggable vulnerability of squamous tumour formation and maintenance GSE129982_1",38.6195713691327
"OSD-993","mixed_cell","A USP28-∆Np63 axis is a druggable vulnerability of squamous tumour formation and maintenance GSE129982_2",100
"OSD-993","mixed_cell","RNA sequencing analysis of HCT116 cells following 24 hours of metabolic recovery from methionine restriction +/- small molecule treatment. GSE138574_1",-15.3436651626254
"OSD-993","mixed_cell","RNA sequencing analysis of HCT116 cells following 24 hours of metabolic recovery from methionine restriction +/- small molecule treatment. GSE138574_2",-15.3436651626254
"OSD-993","mixed_cell","Effects of chronic intermittent ethanol exposure and withdrawal on neuroblastoma cell transcriptome GSE139408_1",-7.2049797088592
"OSD-993","mixed_cell","Effects of chronic intermittent ethanol exposure and withdrawal on neuroblastoma cell transcriptome GSE139408_2",-15.3436651626254
"OSD-993","mixed_cell","Identifying and overcoming a mechanism of resistance to Wee1 kinase inhibitor AZD1775 in high grade serous ovarian cancer cells (ES-2) GSE142124_1",-15.2571840895833
"OSD-993","mixed_cell","Identifying and overcoming a mechanism of resistance to Wee1 kinase inhibitor AZD1775 in high grade serous ovarian cancer cells (ES-2) GSE142124_2",-15.3436651626254
"OSD-993","mixed_cell","Evaluation of Eribulin Combined with Irinotecan for Treatment of Pediatric Cancer Xenografts GSE146687_1",-15.3436651626254
"OSD-993","mixed_cell","Evaluation of Eribulin Combined with Irinotecan for Treatment of Pediatric Cancer Xenografts GSE146687_2",-0.052649755019956
"OSD-993","mixed_cell","Novel Inhibitors of the Histone-Methyltransferase DOT1L Show Potent Antileukemic Activity in Patient-derived Xenografts (RNA-seq dataset) GSE149184_1",-15.3436651626254
"OSD-993","mixed_cell","Novel Inhibitors of the Histone-Methyltransferase DOT1L Show Potent Antileukemic Activity in Patient-derived Xenografts (RNA-seq dataset) GSE149184_2",-15.3436651626254
"OSD-993","mixed_cell","Global gene expression profiles of cellular response in human induced pluripotent stem cell-derived cardiomyocytes to melphalan treatment GSE150055_1",-3.88525108151915
"OSD-993","mixed_cell","Global gene expression profiles of cellular response in human induced pluripotent stem cell-derived cardiomyocytes to melphalan treatment GSE150055_2",-15.3436651626254
"OSD-993","mixed_cell","Assessment of transcriptional ERa activity following exposure to 17a-E2 and 17b-E2 GSE151039_1",-15.3399201969783
"OSD-993","mixed_cell","Assessment of transcriptional ERa activity following exposure to 17a-E2 and 17b-E2 GSE151039_2",-15.3436651626254
"OSD-993","mixed_cell","DPN and Tamoxifen treatments of parathyroid adenoma cells GSE37211_1",-73.7941137355656
"OSD-993","mixed_cell","DPN and Tamoxifen treatments of parathyroid adenoma cells GSE37211_2",-15.3436651626254
"OSD-993","mixed_cell","RNA-sequencing experiment: Treatment of MCF-7 breast cancer cells with the novel small molecule ZNA GSE59251_1",-18.3901004866042
"OSD-993","mixed_cell","RNA-sequencing experiment: Treatment of MCF-7 breast cancer cells with the novel small molecule ZNA GSE59251_2",79.3809995578552
"OSD-993","mixed_cell","Identification Of Candidate Anti-Cancer Molecular Mechanisms Of Compound Kushen Injection Using Functional Genomics GSE78512_1",100
"OSD-993","mixed_cell","Identification Of Candidate Anti-Cancer Molecular Mechanisms Of Compound Kushen Injection Using Functional Genomics GSE78512_2",-15.3436651626254
"OSD-993","mixed_cell","Stimulation of isolated plasmacytoid dendritic cells (pDCs) with TLR9 agonist CpG C (CpG) and TLR7 agonist imiquimod (IMQ) GSE79272_1",-58.5342271685515
"OSD-993","mixed_cell","Stimulation of isolated plasmacytoid dendritic cells (pDCs) with TLR9 agonist CpG C (CpG) and TLR7 agonist imiquimod (IMQ) GSE79272_2",-84.401251809059
"OSD-993","mixed_cell","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KO in A-549 (polyA RNA)] GSE146546_1",100
"OSD-993","mixed_cell","High Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML GSE83660_1",-3.9854425204833
"OSD-993","mixed_cell","High Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML GSE83660_2",-0.933864380506399
"OSD-993","mixed_cell","Transcriptome analysis of dominant-negative Brd4 mutants identifies Brd4-specific target genes of BET inhibitor JQ1 GSE92456_1",-15.3436651626254
"OSD-993","mixed_cell","Transcriptome analysis of dominant-negative Brd4 mutants identifies Brd4-specific target genes of BET inhibitor JQ1 GSE92456_2",100
"OSD-993","mixed_cell","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_1",-7.61710221146474
"OSD-993","mixed_cell","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_2",-8.2854046579248
"OSD-993","mixed_cell","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_3",-15.3436651626254
"OSD-993","mixed_cell","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_4",-15.3436651626254
"OSD-993","mixed_cell","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_5",0.23358515282376
"OSD-993","mixed_cell","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_6",-15.3436651626254
"OSD-993","mixed_cell","The CDK7 Inhibitor THZ1 Alters RNA Polymerase Dynamics at the 5’ and 3’ Ends of Genes GSE102243_7",-9.03748947613645
"OSD-993","mixed_cell","Synergistic activity of BET inhibitor BI 894999 with PLK inhibitor volasertib in AML in vitro and in vivo GSE103068_1",-15.3436651626254
"OSD-993","mixed_cell","Synergistic activity of BET inhibitor BI 894999 with PLK inhibitor volasertib in AML in vitro and in vivo GSE103068_2",-15.3436651626254
"OSD-993","mixed_cell","Synergistic activity of BET inhibitor BI 894999 with PLK inhibitor volasertib in AML in vitro and in vivo GSE103068_3",-15.3436651626254
"OSD-993","mixed_cell","AhR activity directs BRAF inhibitors resistance in metastastic melanoma GSE104869_1",-31.0759602645128
"OSD-993","mixed_cell","AhR activity directs BRAF inhibitors resistance in metastastic melanoma GSE104869_2",-15.3436651626254
"OSD-993","mixed_cell","AhR activity directs BRAF inhibitors resistance in metastastic melanoma GSE104869_3",-39.927919032323
"OSD-993","mixed_cell","AhR activity directs BRAF inhibitors resistance in metastastic melanoma GSE104869_4",-15.3436651626254
"OSD-993","mixed_cell","AhR activity directs BRAF inhibitors resistance in metastastic melanoma GSE104869_5",-15.3436651626254
"OSD-993","mixed_cell","RNASeq analysis of NB1691 neuroblastoma cells treated with MDM2-p53 inhibitor RG7388 alone and in combination with temozolomide GSE104917_1",-15.3436651626254
"OSD-993","mixed_cell","RNASeq analysis of NB1691 neuroblastoma cells treated with MDM2-p53 inhibitor RG7388 alone and in combination with temozolomide GSE104917_2",-15.3436651626254
"OSD-993","mixed_cell","RNASeq analysis of NB1691 neuroblastoma cells treated with MDM2-p53 inhibitor RG7388 alone and in combination with temozolomide GSE104917_3",-15.3436651626254
"OSD-993","mixed_cell","A safe inhalational treatment prevents SARS–CoV-2 viral replication in human airway epithelial cells. GSE150962_1",-15.3436651626254
"OSD-993","mixed_cell","A cell-permeable stapled peptide inhibitor of the estrogen receptor/coactivator interaction GSE108308_1",-15.3436651626254
"OSD-993","mixed_cell","A cell-permeable stapled peptide inhibitor of the estrogen receptor/coactivator interaction GSE108308_2",-15.3436651626254
"OSD-993","mixed_cell","A cell-permeable stapled peptide inhibitor of the estrogen receptor/coactivator interaction GSE108308_3",-15.3436651626254
"OSD-993","mixed_cell","A cell-permeable stapled peptide inhibitor of the estrogen receptor/coactivator interaction GSE108308_4",-15.3436651626254
"OSD-993","mixed_cell","A cell-permeable stapled peptide inhibitor of the estrogen receptor/coactivator interaction GSE108308_5",-8.61542297702188
"OSD-993","mixed_cell","Synergy from Gene Expression and Network Mining (SynGeNet) method predicts genotype-specific synergistic drug combinations in melanoma GSE109731_1",-15.3436651626254
"OSD-993","mixed_cell","Synergy from Gene Expression and Network Mining (SynGeNet) method predicts genotype-specific synergistic drug combinations in melanoma GSE109731_2",-15.3436651626254
"OSD-993","mixed_cell","Synergy from Gene Expression and Network Mining (SynGeNet) method predicts genotype-specific synergistic drug combinations in melanoma GSE109731_3",-15.3436651626254
