"study","tissue","signature","tau"
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_19",-21.4097751146279
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_20",-59.445607505718
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_21",-45.0867492699693
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_22",-26.437824285442
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_23",8.32208597378112
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_24",8.32208597378112
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_25",8.32208597378112
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_26",-49.7268506745244
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_27",-54.3377195066267
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_28",-89.0416527592345
"OSD-937","skeletal_muscle","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_29",-53.0598883280496
"OSD-937","skeletal_muscle","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_1",8.32208597378112
"OSD-937","skeletal_muscle","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_2",-27.7857338369607
"OSD-937","skeletal_muscle","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_3",-1.42868300620874
"OSD-937","skeletal_muscle","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_1",-100
"OSD-937","skeletal_muscle","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_2",8.32208597378112
"OSD-937","skeletal_muscle","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_3",-100
"OSD-937","skeletal_muscle","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_4",8.32208597378112
"OSD-937","skeletal_muscle","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_5",100
"OSD-937","skeletal_muscle","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_6",-100
"OSD-937","skeletal_muscle","Identify the master regulator of ILT3.Fc induced perturbation in Jurkat cells GSE106147_1",8.32208597378112
"OSD-937","skeletal_muscle","Variation of human neural stem cells generating organizer states in vitro before committing to cortical excitatory or inhibitory neuronal fates [human RNAseq #1] GSE144156_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA sequencing of human marcrophages treated with lipopolysaccharide (LPS) for 8 hours, with or without BCAT1 inhibitor (ERG240) GSE148701_1",96.4968981178343
"OSD-937","skeletal_muscle","Transcriptional Modulation of Human Endogenous Retroviruses in Primary CD4+ T Cells Following Vorinostat Treatment GSE102187_1",8.32208597378112
"OSD-937","skeletal_muscle","Integration of metabolomics and transcriptomic expression profiling discloses pivotal role of arachidonic acid metabolism pathway in response to acute hypoxia exposure GSE103940_1",8.32208597378112
"OSD-937","skeletal_muscle","Epigenomes and Transcriptomes of human macrophages after ex vivo exposure to mevalonate GSE104227_1",8.32208597378112
"OSD-937","skeletal_muscle","A Brain Penetrant Mutant IDH1 Inhibitor Provides In Vivo Survival Benefit GSE105447_1",8.32208597378112
"OSD-937","skeletal_muscle","Expression levels of genes of NKG2C+ NK cells after in vitro treatment GSE109823_1",100
"OSD-937","skeletal_muscle","Next Generation Sequencing Facilitates Quantitative Analysis of transcriptomes of human cord blood CD34+ cells treated with HDAC5 inhibitor GSE110736_1",-84.84565566459
"OSD-937","skeletal_muscle","RNA-seq of PC3 prostate cancer cell line xenografts in mice administered the ghrelin receptor antagonist [D-Lys3]-GHRP-6 or PBS for two weeks GSE113799_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA-seq of HBV-infected Primary Human Hepatocytes treatment by Tazarotene GSE114003_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA sequencing of COH29 treatment in C4-2 cells GSE117921_1",8.32208597378112
"OSD-937","skeletal_muscle","Gene expression profiling U87 cells knocking down Glud1 under low glucose treatment GSE121580_1",52.9832971530074
"OSD-937","skeletal_muscle","Loss of the FAT1 tumor suppressor promotes resistance to CDK4/6 inhibitors via the Hippo pathway GSE122088_1",8.32208597378112
"OSD-937","skeletal_muscle","The study of the role of POU3F2 in response to UVB treatment GSE124761_1",8.32208597378112
"OSD-937","skeletal_muscle","A novel CRISPR-engineered prostate cancer cell line defines the AR-V transcriptome and identifies PARP inhibitor sensitivities. GSE126306_1",8.32208597378112
"OSD-937","skeletal_muscle","Integrated high-throughput screen to identify novel treatment leads for pediatric acute myeloid leukemia (AML) GSE126489_1",8.32208597378112
"OSD-937","skeletal_muscle","Variable gene expression and parasite load predict treatment outcome in cutaneous leishmaniasis GSE127831_1",28.5687962543893
"OSD-937","skeletal_muscle","Subcellular pathways shared by afflicted patients and mutant mice identify a new drug treatment for aortic aneurysm in Marfan syndrome GSE128101_1",100
"OSD-937","skeletal_muscle","IL-11 neutralising therapies for the treatment of nonalcoholic steatohepatitis GSE128940_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptome Analysis Reveals Distinct Responses to Physiologic versus Toxic Manganese Exposure in Human Neuroblastoma Cells GSE129336_1",8.32889067995563
"OSD-937","skeletal_muscle","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_1",-100
"OSD-937","skeletal_muscle","Patient-derived xenograft models of non-small cell lung cancer for evaluating targeted drug sensitivity and resistance GSE130160_1",8.32208597378112
"OSD-937","skeletal_muscle","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_2",8.32208597378112
"OSD-937","skeletal_muscle","Gene expression profile in Caco-2 cells upon co-treatment with lovastatin and selective AHR ligands GSE130234_1",-86.6526166499385
"OSD-937","skeletal_muscle","RNA sequencing in human GBM stem cells with Myc knockdown and PARP inhibitor treatment GSE131218_1",-32.750163096913
"OSD-937","skeletal_muscle","Dynamic induction of drug resistance through a stress-responsive enhancer in acute myeloid leukemia [RNA-seq] GSE131823_1",8.32208597378112
"OSD-937","skeletal_muscle","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_1",8.32208597378112
"OSD-937","skeletal_muscle","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_2",8.32208597378112
"OSD-937","skeletal_muscle","Treatment of melanoma cell lines with CCG-222740 GSE134320_1",100
"OSD-937","skeletal_muscle","Human induced pluripotent stem cell-derived vocal fold mucosa mimics development and responses to smoke exposure GSE135548_1",8.32208597378112
"OSD-937","skeletal_muscle","Long-term Y-27632 treatment promotes senescence of primary human dermal fibroblasts by increasing IGFBP-5 GSE135934_1",-100
"OSD-937","skeletal_muscle","Rescuing over-activated microglia by acetaminophen treatment restores cognitive performance in the Dp(16) mouse model of Down syndrome. GSE137939_1",-7.30469268416307
"OSD-937","skeletal_muscle","Drug-induced mitochondrial oxidative stress is responsible for various effects of the survivin inhibitor Sepantronium Bromide (YM155) in triple negative breast cancer cells GSE139364_1",100
"OSD-937","skeletal_muscle","Comprehensive transcriptome analysis of human myofibroblasts with/without the JQ-1 treatment [mRNA] GSE140476_1",100
"OSD-937","skeletal_muscle","The BET inhibitor CPI203 promotes ex-vivo expansion of long-term repopulating human hematopoietic stem cells and megakaryocyte GSE140813_1",72.4239479486426
"OSD-937","skeletal_muscle","High-dose Ascorbic acid synergizes with anti-PD1 in a Lymphoma mouse model GSE141444_1",68.2873033170502
"OSD-937","skeletal_muscle","Sequencing of mRNA in AML cells upon ALKBH5 knockdown and actinomycin D treatment for different time GSE144959_1",8.32208597378112
"OSD-937","skeletal_muscle","Mechanistic basis and efficacy of targeting Beta Catenin-TCF7L2-JMJD6-MYC Axis to overcome resistance to BET inhibitors [no drug] GSE145275_1",-100
"OSD-937","skeletal_muscle","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in A549 (polyA RNA)] GSE146547_1",100
"OSD-937","skeletal_muscle","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in HepG2 (polyA RNA)] GSE146802_1",-100
"OSD-937","skeletal_muscle","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in MV3 (total RNA)] GSE146803_1",8.32208597378112
"OSD-937","skeletal_muscle","Gene expression profiling of human DLD-1 cells after block of CRM1 receptor with Leptomycin B inhibitor. GSE148560_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA sequencing of pre-treatment primary cervical cancer GSE151666_1",8.32208597378112
"OSD-937","skeletal_muscle","Activation of the myeloid checkpoint inhibitor LILRB3 (ILT5) elicits profound immununomodulation GSE151675_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptome analysis identifies Doublesex and Mab-3 Related Transcription Factor (DMRT3) in nasal polyp epithelial cells of patients suffering from Nonsteroidal anti-inflammatory drugs-  Exacerbated Respiratory Disease (N-ERD) GSE158277_1",100
"OSD-937","skeletal_muscle","Inhibitory effect of a human microRNA, miR-6133-5p, on the fibrotic activity of hepatic stellate cells in culture GSE158478_1",-100
"OSD-937","skeletal_muscle","Abraxane, the Nanoparticle Formulation of Paclitaxel can Induce Drug Resistance by Up-regulation of P-gp GSE56742_1",-100
"OSD-937","skeletal_muscle","Treatment of multiple myeloma cells with EZH2 small molecule inhibitor GSE57478_1",-100
"OSD-937","skeletal_muscle","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_1",78.5000529949845
"OSD-937","skeletal_muscle","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_2",8.32208597378112
"OSD-937","skeletal_muscle","Altering cancer transcriptomes using epigenomic inhibitors [RNA-Seq] GSE63776_1",8.32208597378112
"OSD-937","skeletal_muscle","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_3",38.0021012626689
"OSD-937","skeletal_muscle","RNAi profiling of primary human AML cells identifies ROCK1 as a therapeutic target and nominates Fasudil as an anti-leukemic drug. GSE68925_1",8.32208597378112
"OSD-937","skeletal_muscle","Expression changes in Melanomas pre MAPKi treatment vs. on MAPKi treatment GSE75313_1",8.32208597378112
"OSD-937","skeletal_muscle","A novel compound that blocks HIV-1 replication inhibits the splicing regulatory function of SRSF10 GSE76947_1",8.32208597378112
"OSD-937","skeletal_muscle","24hr CA treatment vs. DMSO in HCT116 cells (from 'Identification of CDK8 and CDK19 substrates in human cells using cortistatin A and quantitative phosphoproteomics') GSE78506_1",8.32208597378112
"OSD-937","skeletal_muscle","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_1",8.32208597378112
"OSD-937","skeletal_muscle","Merkel cell polyomavirus small T antigen promotes pro-glycolytic metabolic perturbations required for transformation GSE79968_1",8.32208597378112
"OSD-937","skeletal_muscle","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_2",-100
"OSD-937","skeletal_muscle","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_3",8.32208597378112
"OSD-937","skeletal_muscle","RNAseq transcriptomic profile of glioblastoma stem-like cells derived from U87MG cell line treated with a selective A3 adenosine receptor antagonist (MRS1220) under hypoxia GSE100146_1",23.2315327693617
"OSD-937","skeletal_muscle","Gene expression profiling of drug-tolerant persister BT474 breast cancer cells derived from lapatinib treatment GSE84896_1",8.32208597378112
"OSD-937","skeletal_muscle","Genome-wide profiling of differentially spliced mRNA resulting from prenatal alcohol exposure in human cerebral cortex GSE86006_1",42.7813671164494
"OSD-937","skeletal_muscle","Transcriptome of EMT induced MCF10A cells by TGFb treatment or SNAIL S6A expression. GSE89152_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptome profiling of HepG2 cells upon treatment of the menin-MLL inhibitor MI-503 or DMSO GSE103327_1",-58.8657216060964
"OSD-937","skeletal_muscle","H3K27Ac in MCF7 Y537S ER mutant cells and RNAseq with and without treatment with THZ1 GSE106552_1",0.42467607719562
"OSD-937","skeletal_muscle","Genome-wide transcriptional profiles for the GSK3α selective inhibitor BRD0507 and for the GSK3α/β dual inhibitor BRD0320 GSE109985_1",-92.8945744287165
"OSD-937","skeletal_muscle","Genome-wide transcriptional profile for the GSK3β selective inhibitor BRD3731 GSE109986_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptomic-based functional characterization of adverse events following lymphatic filariasis treatment GSE110146_1",-86.5206852369964
"OSD-937","skeletal_muscle","Transcriptional changes in the breast cancer cell line MCF7 rendered resistant to the cationic drug siramesine GSE130363_1",8.32208597378112
"OSD-937","skeletal_muscle","Identifying and overcoming a mechanism of resistance to Wee1 kinase inhibitor AZD1775 in high grade serous ovarian cancer cells (OVCAR8) GSE141990_1",8.32208597378112
"OSD-937","skeletal_muscle","Identification of Drugs Blocking SARS-CoV-2 Infection using Human Pluripotent Stem Cell-derived Colonic Organoids GSE148696_1",-91.2432695084274
"OSD-937","skeletal_muscle","Identification of Lead Drug Candidates for COVID-19 based on Drug Screening Using Human Pluripotent Stem Cell-Derived Cells/Organoids GSE148697_1",-36.6649446284143
"OSD-937","skeletal_muscle","Low-dose decitabine modulates T cell homeostasis and restores immune tolerance in immune thrombocytopenia GSE154703_1",100
"OSD-937","skeletal_muscle","CHK1 Inhibitor Blocks Phosphorylation of FAM122A and Promotes Replication Stress GSE158338_1",-100
"OSD-937","skeletal_muscle","Potent antitumor activity of Cabozantinib, a c-MET and VEGFR2 Inhibitor, in a Colorectal Cancer Patient-derived Tumor Explant Model GSE60939_1",8.32208597378112
"OSD-937","skeletal_muscle","Expression profiling of MCF-7 cells with 10nM treatment of TCDD GSE76608_1",8.32208597378112
"OSD-937","skeletal_muscle","miRNAs affected by antagomiR-17 treatment GSE76663_1",8.32208597378112
"OSD-937","skeletal_muscle","Safety and Efficacy of the JAK Inhibitor Tofacitinib Citrate for Alopecia Areata and Variants GSE80688_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA sequencing of human fibroblasts after SUPT4H1 siRNA treatment GSE83484_1",-100
"OSD-937","skeletal_muscle","Effect daunorubicin treatment on the transcriptome of HCT116 cells [RNA-seq] GSE86190_1",45.5244991002996
"OSD-937","skeletal_muscle","RNA-seq in HT-29 colorectal cancer cells after F. nucleatum treatment GSE90944_1",-13.4852152501144
"OSD-937","skeletal_muscle","RNAseq study of synovial biopsies after triple DMARD treatment GSE97165_1",47.7703851997819
"OSD-937","skeletal_muscle","Acne flare-up in treatment process: investigating the difference of gene expression in peripheral blood GSE124389_1",8.32208597378112
"OSD-937","skeletal_muscle","Acne flare-up in treatment process: investigating the difference of gene expression in peripheral blood GSE124389_2",8.32208597378112
"OSD-937","skeletal_muscle","Epigenomes and transcriptomes of human monocytes before and after in vivo exposure to Bacillus Calmette-Guérin vaccine GSE104149_1",8.32208597378112
"OSD-937","skeletal_muscle","Discovery of pan-Histone Acetyltransferase Inhibitors with Potent Antitumor Activity in vivo GSE104522_1",8.32208597378112
"OSD-937","skeletal_muscle","Treatment of SW480 colon cancer cell induced xenografts with AZD and DBZ GSE98922_1",-74.7530088881053
"OSD-937","skeletal_muscle","Treatment of SW480 colon cancer cell induced xenografts with AZD and DBZ GSE98922_2",8.32208597378112
"OSD-937","skeletal_muscle","RNA-seq of human foreskin fibroblast cells lacking RB and/or p130 after doxorubicin treatment GSE128711_1",-100
"OSD-937","skeletal_muscle","RNA-seq of human foreskin fibroblast cells lacking RB and/or p130 after doxorubicin treatment GSE128711_2",58.2466172128594
"OSD-937","skeletal_muscle","RNA-seq of human foreskin fibroblast cells lacking RB and/or p130 after doxorubicin treatment GSE128711_3",8.32208597378112
"OSD-937","skeletal_muscle","Combined Cohesin-Runx1 Deficiency Synergistically Perturbs Chromatin Looping and Causes Myelodysplastic Syndromes [RNA-seq] GSE131581_1",100
"OSD-937","skeletal_muscle","Combined Cohesin-Runx1 Deficiency Synergistically Perturbs Chromatin Looping and Causes Myelodysplastic Syndromes [RNA-seq] GSE131581_2",100
"OSD-937","skeletal_muscle","Combined Cohesin-Runx1 Deficiency Synergistically Perturbs Chromatin Looping and Causes Myelodysplastic Syndromes [RNA-seq] GSE131581_3",8.32208597378112
"OSD-937","skeletal_muscle","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_1",-100
"OSD-937","skeletal_muscle","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_2",8.32208597378112
"OSD-937","skeletal_muscle","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_3",8.32208597378112
"OSD-937","skeletal_muscle","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_4",8.32208597378112
"OSD-937","skeletal_muscle","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_5",8.32208597378112
"OSD-937","skeletal_muscle","Distinct mechanisms of acquired resistance to oncogenic kinase inhibition in cancer cells revealed using a single-step, high-dose selection scheme GSE137290_6",8.32208597378112
"OSD-937","skeletal_muscle","Tumor and gut biopsies from refractory metastatic melanoma patients before and after treatment with fecal microbiota transplantation (FMT) and anti-PD-1 re-induction (Baruch et al, Science 2020) GSE162436_1",8.32208597378112
"OSD-937","skeletal_muscle","Tumor and gut biopsies from refractory metastatic melanoma patients before and after treatment with fecal microbiota transplantation (FMT) and anti-PD-1 re-induction (Baruch et al, Science 2020) GSE162436_2",8.32208597378112
"OSD-937","skeletal_muscle","Tumor and gut biopsies from refractory metastatic melanoma patients before and after treatment with fecal microbiota transplantation (FMT) and anti-PD-1 re-induction (Baruch et al, Science 2020) GSE162436_3",-99.9511357453571
"OSD-937","skeletal_muscle","Covalent inhibitor of the Rho family inhibits the migration of breast cancer cells GSE106605_1",92.5398839983013
"OSD-937","skeletal_muscle","Gene expression analysis of human CD8+ T cells treated with a DOT1L inhibitor GSE108694_1",-100
"OSD-937","skeletal_muscle","Discovery of inhibitors of the HSP90-Calcineurin-NFAT pathway against glioblastoma GSE108749_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA-seq of cultured human kidney peritubular microvascular endothelial cells following exposure to cyclosporine A GSE108919_1",8.32208597378112
"OSD-937","skeletal_muscle","transcriptome studies of BRD4 inhibitor BDF-1253 on renal clear carcinoma 786-O cells GSE109870_1",-100
"OSD-937","skeletal_muscle","JAK1/2 inhibitor therapy-associated lymphomas in myelofibrosis arising from a pre-existing B-cell clone GSE110219_1",8.32208597378112
"OSD-937","skeletal_muscle","Evaluation of HSP90 inhibitor expsosure on Immune Cell Gene Expression GSE113465_1",8.32208597378112
"OSD-937","skeletal_muscle","Pro-inflammatory cytokine and high doses of ionizing radiation have similar effects on the expression of NF-kappaB-dependent genes GSE110387_1",8.32208597378112
"OSD-937","skeletal_muscle","Acquired resistance to MEK-CDK4/6 inhibitor combinations in cutaneous melanoma GSE111005_1",8.32208597378112
"OSD-937","skeletal_muscle","GSF1243: RNA-seq data of adipocytes treated with DNMT1 inhibitor, guadecitabine (100nM), for 3 days GSE111305_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptomics-based drug repurposing approach identifies novel drugs against sorafenib-resistant hepatocellular carcinoma GSE113005_1",8.32208597378112
"OSD-937","skeletal_muscle","Effect of estrogen (E2) treatment on the C4-12 relative to the MCF7 cells GSE114260_1",47.3576114136569
"OSD-937","skeletal_muscle","Regulation of mRNA half-life by an inhibitor of human decapping enzyme Dcp2 following transcription shutoff in HEK293T cells GSE114781_1",-10.4030417575632
"OSD-937","skeletal_muscle","Dynamic gene expression in T-ALL following treatment and release of gamma-secretase inhibition [GRO-Seq] GSE115894_1",-5.49162909674644
"OSD-937","skeletal_muscle","BCL6 confers KRAS-mutant NSCLCs resistance to BET inhibitors GSE118645_1",65.8532021003713
"OSD-937","skeletal_muscle","Molecular mechanism impacted by circadian disruption underscores the importance of timed anti-cancer treatment GSE119668_1",8.32208597378112
"OSD-937","skeletal_muscle","Epigenetic reprogramming of melanoma cells by vitamin C treatment GSE121095_1",-100
"OSD-937","skeletal_muscle","Targeting Transcriptional Addiction by a Novel Highly Selective CDK9 Kinase Inhibitor for AML. GSE123287_1",42.9153670251293
"OSD-937","skeletal_muscle","Phosphatase inhibitor PPP1R11 modulates resistance of human T cells towards Treg-mediated suppression of TCR signaling GSE124757_1",-50.5603578420722
"OSD-937","skeletal_muscle","Global transcriptional changes in the JJN3 myeloma cell line that occur as a result of treatment with 2 pyrrolobenzodiazepine (PBD) monomers GSE125395_1",-0.0311970828732071
"OSD-937","skeletal_muscle","Newly defined ABCB5+ dermal mesenchymal stem cells promote healing of chronic iron overload wounds via secretion of interleukin-1 receptor antagonist GSE125829_1",100
"OSD-937","skeletal_muscle","Transcriptomes of human monocytes from patients with familial hypercholesterolemia before and after statin treatment GSE126352_1",0.856215165609061
"OSD-937","skeletal_muscle","Blocking expression of inhibitory receptor NKG2A overcomes tumor resistance to NK cells GSE127081_1",82.6736810097714
"OSD-937","skeletal_muscle","Cadmium exposure induces SNAIL1 expression via downregulation of miR-30e in human bronchial epithelial cells GSE128263_1",8.32208597378112
"OSD-937","skeletal_muscle","Neuronal deletion of Gtf2i, associated with Williams syndrome, causes behavioural and myelin alterations rescuable by a remyelinating drug [human] GSE128840_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA-seq data corresponding to: AZD4573 is a highly selective CDK9 inhibitor that suppresses Mcl-1 and induces apoptosis in hematological cancer cells GSE129012_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptome-wide effect profile of HuR inhibitor KH-3 GSE129362_1",-87.6182339778126
"OSD-937","skeletal_muscle","Transcriptomic response of LSD1-UTX inhibitor on human breast cancer MCF7 cells GSE130067_1",-52.7489103527382
"OSD-937","skeletal_muscle","Transcriptome analysis of Riociguat and Vehicle control treatment in human hematopoietic stem and progenitor cells GSE130126_1",8.32208597378112
"OSD-937","skeletal_muscle","Novel analogs of the Quassinoid family inhibitor for treatment of hematologic malignancies GSE130728_1",8.32208597378112
"OSD-937","skeletal_muscle","The Jumonji-domain histone demethylase inhibitor JIB-04 deregulates oncogenic programs and increases DNA damage in Ewing Sarcoma, resulting in impaired cell proliferation and survival, and reduced tumor growth GSE119832_1",100
"OSD-937","skeletal_muscle","CD34+ AML cells with low mitochondrial activity show increased expression of stemness-genes and can be targeted by the BCL-2 inhibitor Venetoclax GSE131422_1",8.32208597378112
"OSD-937","skeletal_muscle","Whole transcriptome analysis of human kidney cells after exposure to Ochratoxin A GSE133831_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptional responses of human insulinoma cells to acute cytokine exposure GSE134122_1",-100
"OSD-937","skeletal_muscle","RNA Sequencing Facilitates Quantitative Analysis of Transcriptomes of H1 derived cells with or without SB431542 treatment at Day8 after human early hematopoietic differentiation . GSE134908_1",100
"OSD-937","skeletal_muscle","RNA Sequencing Facilitates Quantitative Analysis of Transcriptomes of H1 derived cells with or without IWP2 treatment at Day2 after human early hematopoietic differentiation . GSE134910_1",8.32208597378112
"OSD-937","skeletal_muscle","PT2385 HIF2A inhibitor treatment of patient derived orthotopic xenograft neuroblastoma cells in the presence or absence of hypoxia GSE135487_1",-25.7013094971704
"OSD-937","skeletal_muscle","Pattern occupation of HDACs on chromatin determines PI3K/AKT inhibitor resistance in cancers [RNA-seq] GSE137200_1",8.32208597378112
"OSD-937","skeletal_muscle","An atheroprotective transcriptome induced by JQ1 (a BRD4 inhibitor) in human endothelial cells GSE137500_1",8.32208597378112
"OSD-937","skeletal_muscle","Transciptome analysis of human aortic smooth muscle cells (HASMCs) with 2-hydroxypropyl-β-cyclodextrin (HPbCD) treatment GSE137576_1",-100
"OSD-937","skeletal_muscle","Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",100
"OSD-937","skeletal_muscle","Genome-wide transcriptome alternation by DNA methylation inhibitor 5'-Aza in primary leiomyoma cells GSE138045_1",8.32208597378112
"OSD-937","skeletal_muscle","PIM447 treatment in T-ALL PDX splenocytes GSE145165_1",8.32208597378112
"OSD-937","skeletal_muscle","Regulation of the error-prone DNA polymerase polκ by oncogenic signaling and its contribution to drug resistance GSE145313_1",-100
"OSD-937","skeletal_muscle","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [E2F1-3 KD in PANC-1 (polyA RNA)] GSE146804_1",-100
"OSD-937","skeletal_muscle","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in PANC-1 (total RNA)] GSE146805_1",8.32208597378112
"OSD-937","skeletal_muscle","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [METTL KD in PANC-1 (polyA RNA)] GSE146806_1",-100
"OSD-937","skeletal_muscle","Allosteric HSP70 inhibitors perturb mitochondrial proteostasis and overcome proteasome inhibitor resistance in multiple myeloma GSE148659_1",100
"OSD-937","skeletal_muscle","RNA-sequencing of CWR22Rv1 cell line following shRNF8 and DHT treatment GSE149581_1",1.57615607458957
"OSD-937","skeletal_muscle","Ethanol exposure drives colon location-specific cell composition changes in a normal colon crypt 3D organoid model GSE150027_1",8.32208597378112
"OSD-937","skeletal_muscle","Transcriptional response of fibronectin fragment treatment in human articular chondrocytes GSE150411_1",8.32208597378112
"OSD-937","skeletal_muscle","mRNA sequencing of human osteoarthritis chondrocytes treated with or without autotaxin inhibitor GSE151937_1",8.32208597378112
"OSD-937","skeletal_muscle","Gene expression changes following dihydrotestosterone (DHT) treatment in HCI-009 PDXs GSE152246_1",8.32208597378112
"OSD-937","skeletal_muscle","SARS-CoV-2 infection of primary human lung epithelium for COVID-19 modeling and drug discovery GSE155518_1",8.32208597378112
"OSD-937","skeletal_muscle","RNA-Seq of U2OS cells with and without IFNα2 pretreatment GSE159280_1",73.3317982689439
"OSD-937","skeletal_muscle","Aurora kinase A phosphorylates histone methyltransferase NSD2 to promote drug resistance in multiple myeloma [RNA-Seq] GSE163589_1",100
"OSD-937","skeletal_muscle","RNA-seq analysis of dolastatin 15 treatment in HCT116 cells GSE128748_1",8.32208597378112
"OSD-937","skeletal_muscle","Hi-seq 2000 sequencing facilitates quantitative analysis of transcriptomes in LNCaP cells with or without SiGATA2 treatment. GSE38393_1",100
"OSD-937","skeletal_muscle","SNHG15 is a bifunctional MYC-regulated noncoding locus encoding a lncRNA that promotes cell proliferation, invasion and drug resistance in colorectal cancer by interacting with AIF GSE128998_1",22.4992244953411
