"gene","class","source","mean_lfc","padj","n_studies","n_species","direction_concordance"
"PARP16","C6_oncogenic","MSigDB_C6",0.186975977673472,0.001842207470442,23,1,0.521739130434783
"PADI1","C6_oncogenic","MSigDB_C6",0.415541832230032,0.00185385280272232,12,1,0.583333333333333
"WASHC5","C6_oncogenic","MSigDB_C6",-0.0548018884318516,0.00185385280272232,23,1,0.478260869565217
"BBC3","C6_oncogenic","MSigDB_C6",-0.213550231787667,0.00186334731124417,23,1,0.739130434782609
"CPPED1","C6_oncogenic","MSigDB_C6",-0.101069458107413,0.00187201648026488,23,1,0.565217391304348
"CRISPLD2","C6_oncogenic","MSigDB_C6",-0.326093927459624,0.00191477592159613,23,1,0.565217391304348
"DNPH1","C6_oncogenic","MSigDB_C6",-0.178924843611823,0.00192843106427889,23,1,0.565217391304348
"LAPTM5","C6_oncogenic","MSigDB_C6",-0.413711561308953,0.00193636557272656,22,1,0.636363636363636
"MRPS11","C6_oncogenic","MSigDB_C6",-0.114029789992205,0.00200734664667328,23,1,0.478260869565217
"TPM2","C6_oncogenic","MSigDB_C6",-0.165654090159254,0.00202087266372662,23,1,0.521739130434783
"PPT1","C6_oncogenic","MSigDB_C6",-0.120985242661184,0.00204046983271273,23,1,0.608695652173913
"PTGER2","C6_oncogenic","MSigDB_C6",-0.431888903904358,0.00204046983271273,21,1,0.714285714285714
"ART1","C6_oncogenic","MSigDB_C6",-0.208234959388994,0.00205855211762332,8,1,0.75
"ZNF551","C6_oncogenic","MSigDB_C6",-0.275034885733743,0.00205855211762332,10,1,0.8
"OSBPL8","C6_oncogenic","MSigDB_C6",-0.100477756702006,0.0020761234971893,23,1,0.652173913043478
"PHLDA3","C6_oncogenic","MSigDB_C6",-0.203929248146454,0.0020761234971893,23,1,0.652173913043478
"EID1","C6_oncogenic","MSigDB_C6",-0.0896675517661462,0.00209262676864723,23,1,0.652173913043478
"PALM","C6_oncogenic","MSigDB_C6",-0.220354060877564,0.00209268936148572,23,1,0.521739130434783
"PALMD","C6_oncogenic","MSigDB_C6",0.278110897928021,0.00209268936148572,22,1,0.636363636363636
"AP3M2","C6_oncogenic","MSigDB_C6",0.0427755203443271,0.0021201764209813,23,1,0.521739130434783
"NAMPT","C6_oncogenic","MSigDB_C6",-0.0814767777052389,0.00213588641005291,23,1,0.565217391304348
"RTN4R","C6_oncogenic","MSigDB_C6",0.280077627090766,0.00214051811479895,14,1,0.428571428571429
"SIRPA","C6_oncogenic","MSigDB_C6",-0.172000900472111,0.00217529875136128,23,1,0.608695652173913
"SCN9A","C6_oncogenic","MSigDB_C6",0.179487687881782,0.00218252838055085,15,1,0.733333333333333
"SELENBP1","C6_oncogenic","MSigDB_C6",-0.199130506963714,0.00218295569317839,22,1,0.772727272727273
"TAF1D","C6_oncogenic","MSigDB_C6",0.0905553657735496,0.00222275843761467,23,1,0.652173913043478
"ZNF529","C6_oncogenic","MSigDB_C6",0.216842890096737,0.00226400845858079,10,1,0.5
"CENPH","C6_oncogenic","MSigDB_C6",0.132610725969722,0.00229559413510514,17,1,0.647058823529412
"B3GALT6","C6_oncogenic","MSigDB_C6",-0.150994349093859,0.00230091025825614,23,1,0.608695652173913
"IFITM3","C6_oncogenic","MSigDB_C6",-0.200418526580913,0.00232903744527363,23,1,0.521739130434783
"C14orf93","C6_oncogenic","MSigDB_C6",0.265875857718899,0.00233130400604668,10,1,0.6
"SNTG2","C6_oncogenic","MSigDB_C6",-0.332817379195141,0.00233707294697646,14,1,0.642857142857143
"RAB40B","C6_oncogenic","MSigDB_C6",0.0824120259524974,0.00234352042619069,21,1,0.666666666666667
"ACTN3","C6_oncogenic","MSigDB_C6",0.515636659817674,0.00235123306685332,15,1,0.733333333333333
"ABCC5","C6_oncogenic","MSigDB_C6",-0.125576346278784,0.00237514228988816,23,1,0.478260869565217
"DDIT3","C6_oncogenic","MSigDB_C6",-0.190897805234674,0.00237834355974901,23,1,0.652173913043478
"DOK5","C6_oncogenic","MSigDB_C6",-0.271846455615355,0.00238534082184428,16,1,0.625
"KLHL42","C6_oncogenic","MSigDB_C6",-0.121629541988633,0.00238912044735347,23,1,0.695652173913043
"PNP","C6_oncogenic","MSigDB_C6",-0.298923759152581,0.0023917842710657,23,1,0.739130434782609
"ALCAM","C6_oncogenic","MSigDB_C6",-0.161159450091363,0.00239714569453026,23,1,0.565217391304348
"CALY","C6_oncogenic","MSigDB_C6",0.402995141565308,0.00244613430045443,9,1,0.666666666666667
"RNASEL","C6_oncogenic","MSigDB_C6",-0.221282800969444,0.00246774066498648,23,1,0.565217391304348
"ACSF2","C6_oncogenic","MSigDB_C6",0.125191081970475,0.00247486845811919,23,1,0.652173913043478
"MAST4","C6_oncogenic","MSigDB_C6",0.138652498005065,0.00247572960959887,23,1,0.695652173913043
"NPR1","C6_oncogenic","MSigDB_C6",-0.429426649967501,0.00247572960959887,19,1,0.473684210526316
"DDHD2","C6_oncogenic","MSigDB_C6",0.167722096372725,0.00248051003528365,23,1,0.652173913043478
"DPT","C6_oncogenic","MSigDB_C6",-0.432682772299132,0.00248599259249858,15,1,0.8
"MELTF","C6_oncogenic","MSigDB_C6",-0.363997132130583,0.00251317017475272,14,1,0.714285714285714
"PALLD","C6_oncogenic","MSigDB_C6",0.157153813461046,0.00255045606599427,23,1,0.782608695652174
"CALR","C6_oncogenic","MSigDB_C6",-0.193253257532597,0.0025888596289572,23,1,0.521739130434783
"ANXA4","C6_oncogenic","MSigDB_C6",-0.154908476619504,0.00259027550340823,23,1,0.652173913043478
"SEC24A","C6_oncogenic","MSigDB_C6",0.12978274126875,0.00259395194567835,23,1,0.652173913043478
"APOE","C6_oncogenic","MSigDB_C6",0.168491277908119,0.00260497821206421,23,1,0.608695652173913
"GKN2","C6_oncogenic","MSigDB_C6",3.50370486379154,0.00262380349904595,1,1,NA
"NUPR1","C6_oncogenic","MSigDB_C6",-0.233350935381941,0.00265541292179946,23,1,0.739130434782609
"PTGES","C6_oncogenic","MSigDB_C6",-0.546746938883749,0.00266034433083922,23,1,0.652173913043478
"AP4S1","C6_oncogenic","MSigDB_C6",-0.0953765836231549,0.00267117500419199,23,1,0.565217391304348
"TCEAL2","C6_oncogenic","MSigDB_C6",-0.755611484798674,0.00268857595654631,4,1,0.75
"DMXL2","C6_oncogenic","MSigDB_C6",0.112870463394996,0.0027422342437198,23,1,0.739130434782609
"DRAM1","C6_oncogenic","MSigDB_C6",-0.197337524683599,0.0027422342437198,23,1,0.521739130434783
"TMEM51","C6_oncogenic","MSigDB_C6",-0.248762617204967,0.00274882570592444,23,1,0.652173913043478
"EEF1A2","C6_oncogenic","MSigDB_C6",0.360541553344998,0.0027634275696449,17,1,0.588235294117647
"IL6ST","C6_oncogenic","MSigDB_C6",-0.151553105279374,0.00277098757353444,23,1,0.565217391304348
"GREM1","C6_oncogenic","MSigDB_C6",-0.385655706072849,0.00278900222874645,16,1,0.6875
"IVL","C6_oncogenic","MSigDB_C6",-1.59905402753153,0.00280163832252199,6,1,0.833333333333333
"GATAD2B","C6_oncogenic","MSigDB_C6",0.106602210558583,0.00280260163875948,23,1,0.695652173913043
"UAP1L1","C6_oncogenic","MSigDB_C6",-0.151955623776839,0.00280260163875948,23,1,0.652173913043478
"AREG","C6_oncogenic","MSigDB_C6",-0.945037034653436,0.00281169843863416,11,1,0.636363636363636
"SUPT5H","C6_oncogenic","MSigDB_C6",0.100284089326378,0.00281507521253271,10,1,0.7
"NQO2","C6_oncogenic","MSigDB_C6",-0.0729439770895723,0.0028385433562151,23,1,0.695652173913043
"ATP5MF","C6_oncogenic","MSigDB_C6",-0.0562313706792174,0.00290546860387543,23,1,0.608695652173913
"SMCP","C6_oncogenic","MSigDB_C6",-5.8594556847599,0.0029075102450196,1,1,NA
"GUCA1B","C6_oncogenic","MSigDB_C6",0.208244256741802,0.00291045593723006,22,1,0.681818181818182
"SERHL2","C6_oncogenic","MSigDB_C6",0.305239736910681,0.00291326792285592,10,1,0.8
"VAMP2","C6_oncogenic","MSigDB_C6",0.0939782342261782,0.00293819483287038,23,1,0.695652173913043
"HCN4","C6_oncogenic","MSigDB_C6",0.255162984561758,0.0029621744097835,11,1,0.909090909090909
"INTS7","C6_oncogenic","MSigDB_C6",-0.109087366053292,0.0029621744097835,23,1,0.565217391304348
"ESM1","C6_oncogenic","MSigDB_C6",-0.551632343073894,0.00296362467542186,21,1,0.761904761904762
"CD248","C6_oncogenic","MSigDB_C6",-0.324497967130889,0.00297849331863613,21,1,0.571428571428571
"CLPS","C6_oncogenic","MSigDB_C6",-4.78811129946215,0.00301444635500741,2,1,1
"SRGAP2B","C6_oncogenic","MSigDB_C6",-0.221829707346366,0.00301915661647453,10,1,0.8
"CA9","C6_oncogenic","MSigDB_C6",-0.537658188000648,0.0030230387405525,8,1,0.375
"GNL2","C6_oncogenic","MSigDB_C6",0.104268121857526,0.0030230387405525,23,1,0.608695652173913
"TSKS","C6_oncogenic","MSigDB_C6",-0.845334773458733,0.0030364155628142,5,1,1
"C8orf48","C6_oncogenic","MSigDB_C6",-0.504271963212736,0.00306977198564699,10,1,0.6
"MGP","C6_oncogenic","MSigDB_C6",-0.323226169542904,0.00306977198564699,22,1,0.636363636363636
"ABCA7","C6_oncogenic","MSigDB_C6",0.0819282788749454,0.00307500845280479,23,1,0.652173913043478
"HES6","C6_oncogenic","MSigDB_C6",-0.224288360816351,0.00307500845280479,23,1,0.652173913043478
"ZNF35","C6_oncogenic","MSigDB_C6",-0.276305663924611,0.00309595009224728,10,1,0.7
"EDEM1","C6_oncogenic","MSigDB_C6",-0.176424047293341,0.00311330009064192,23,1,0.652173913043478
"FYN","C6_oncogenic","MSigDB_C6",-0.162506080578343,0.00311330009064192,23,1,0.695652173913043
"MTHFR","C6_oncogenic","MSigDB_C6",0.168041059394808,0.00316889151429157,23,1,0.695652173913043
"ROCK1","C6_oncogenic","MSigDB_C6",-0.082387520762743,0.00316889151429157,23,1,0.695652173913043
"TIMP1","SASP","Curated",-0.174790351150659,0.00318376905615818,19,1,0.631578947368421
"CASP1","C6_oncogenic","MSigDB_C6",-0.360656659979145,0.00322088099022917,22,1,0.772727272727273
"SLC35G2","C6_oncogenic","MSigDB_C6",-0.291390183124245,0.003226159422252,21,1,0.666666666666667
"ZDHHC23","C6_oncogenic","MSigDB_C6",-0.175187440585237,0.00323176381121046,23,1,0.608695652173913
"RAD54L2","C6_oncogenic","MSigDB_C6",0.0426683827321497,0.00330563706302578,23,1,0.521739130434783
"FCGR3B","C6_oncogenic","MSigDB_C6",5.27843436141965,0.00330827098243632,1,1,NA
"FAM110B","C6_oncogenic","MSigDB_C6",-0.190945852014781,0.00331151035758377,21,1,0.619047619047619
"ID2","C6_oncogenic","MSigDB_C6",-0.254544085505614,0.00331151035758377,23,1,0.565217391304348
"PEPD","C6_oncogenic","MSigDB_C6",-0.138278357251044,0.00333999061662552,23,1,0.739130434782609
"HS1BP3","C6_oncogenic","MSigDB_C6",-0.111723344613545,0.0033449974973072,23,1,0.695652173913043
"GLIPR2","C6_oncogenic","MSigDB_C6",-0.197510874011348,0.00334686967665179,23,1,0.695652173913043
"TNFSF14","C6_oncogenic","MSigDB_C6",-0.604885214965412,0.0033568487459611,9,1,0.888888888888889
"SGK1","C6_oncogenic","MSigDB_C6",-0.170775932617633,0.00336405936313464,23,1,0.521739130434783
"RASSF2","C6_oncogenic","MSigDB_C6",-0.248291511904485,0.00339072995891696,22,1,0.590909090909091
"CCN1","C6_oncogenic","MSigDB_C6",-0.0713022054279415,0.00342252722763941,23,1,0.434782608695652
"MMP2","C6_oncogenic","MSigDB_C6",-0.304535811069019,0.00343851636678166,22,1,0.5
"MAPT","C6_oncogenic","MSigDB_C6",0.142175944835189,0.00347115097269207,22,1,0.681818181818182
"CFH","C6_oncogenic","MSigDB_C6",-0.204357377070663,0.00347237663070926,19,1,0.578947368421053
"FSTL1","C6_oncogenic","MSigDB_C6",-0.245555641460077,0.00348414911731394,23,1,0.565217391304348
"SPATS2","C6_oncogenic","MSigDB_C6",0.105741936250848,0.00349056897946873,23,1,0.608695652173913
"ABCB1","C6_oncogenic","MSigDB_C6",0.582040128636011,0.00356473430276662,5,1,0.6
"DUSP19","C6_oncogenic","MSigDB_C6",-0.14025865479167,0.00357100592863588,23,1,0.695652173913043
"GLTP","C6_oncogenic","MSigDB_C6",-0.144439168019412,0.00357100592863588,23,1,0.652173913043478
"CDC42EP1","C6_oncogenic","MSigDB_C6",-0.185320879745762,0.00357367404971645,23,1,0.565217391304348
"SLC9A7","C6_oncogenic","MSigDB_C6",0.105990552734398,0.00360932906032972,23,1,0.608695652173913
"CYP1A1","C6_oncogenic","MSigDB_C6",-0.648133247220661,0.00363152787676134,16,1,0.5625
"NGLY1","C6_oncogenic","MSigDB_C6",0.149605465851963,0.00363152787676134,23,1,0.652173913043478
"KLF10","C6_oncogenic","MSigDB_C6",-0.222632888703822,0.00366183883402103,23,1,0.695652173913043
"IL2RB","C6_oncogenic","MSigDB_C6",-0.447549301892678,0.00367683690665162,16,1,0.875
"GBX2","C6_oncogenic","MSigDB_C6",-1.13719025289892,0.00369131600466002,11,1,0.636363636363636
"TRIML2","C6_oncogenic","MSigDB_C6",-0.76320804239386,0.00369131600466002,6,1,0.5
"ARF1","C6_oncogenic","MSigDB_C6",-0.0767311601600841,0.00370010748542524,23,1,0.739130434782609
"GBA1","C6_oncogenic","MSigDB_C6",-0.281495803620588,0.00370010748542524,23,1,0.652173913043478
"APOB","C6_oncogenic","MSigDB_C6",0.663972499330332,0.00372773566511537,13,1,0.769230769230769
"SRGAP3","C6_oncogenic","MSigDB_C6",0.0881487225503001,0.00374291524551177,23,1,0.608695652173913
"SH3RF1","C6_oncogenic","MSigDB_C6",-0.0822638562173828,0.00374790731500918,23,1,0.521739130434783
"NAPB","C6_oncogenic","MSigDB_C6",0.11845776418516,0.00376765247671137,23,1,0.565217391304348
"CXCL16","C6_oncogenic","MSigDB_C6",-0.300393001422525,0.00379618550055482,23,1,0.695652173913043
"CBR1","C6_oncogenic","MSigDB_C6",-0.0676429107967809,0.0038400275368256,23,1,0.565217391304348
"CALM2","KEGG_oncogenesis","KEGG",-0.113555366852745,0.00391239721999989,23,1,0.652173913043478
"PRKN","C6_oncogenic","MSigDB_C6",0.269947184324272,0.00392947595943501,23,1,0.652173913043478
"ENPP1","C6_oncogenic","MSigDB_C6",-0.25207126697167,0.00399400724284226,23,1,0.608695652173913
"ID4","C6_oncogenic","MSigDB_C6",-0.260499355158094,0.00401601943671108,23,1,0.521739130434783
"NBPF10","C6_oncogenic","MSigDB_C6",0.265087615612287,0.00401601943671108,10,1,0.7
"ALPL","C6_oncogenic","MSigDB_C6",-0.271087071665754,0.00403756912063644,22,1,0.454545454545455
"OR2B6","C6_oncogenic","MSigDB_C6",-3.36258869899761,0.00409403345950258,2,1,1
"CTSB","C6_oncogenic","MSigDB_C6",-0.162439846603363,0.00414299716554833,23,1,0.695652173913043
"NPC1L1","C6_oncogenic","MSigDB_C6",0.364917905909096,0.00416074212413857,14,1,0.785714285714286
"FZD2","C6_oncogenic","MSigDB_C6",-0.204293425040078,0.004190121774144,19,1,0.578947368421053
"HMGCS1","C6_oncogenic","MSigDB_C6",0.18447923399318,0.004190121774144,23,1,0.608695652173913
"ZNG1A","C6_oncogenic","MSigDB_C6",0.1457357941225,0.00421376298931511,10,1,0.6
"ACADVL","C6_oncogenic","MSigDB_C6",-0.106609633181799,0.00429958352171836,23,1,0.695652173913043
"SLPI","C6_oncogenic","MSigDB_C6",-0.935953493077237,0.00430863462056755,14,1,0.785714285714286
"TTLL12","C6_oncogenic","MSigDB_C6",-0.156904478431018,0.00431761961625557,23,1,0.565217391304348
"PSMB9","C6_oncogenic","MSigDB_C6",-0.323114509449336,0.00435241102242857,23,1,0.695652173913043
"USP38","C6_oncogenic","MSigDB_C6",-0.0319197950320109,0.00436605732317866,23,1,0.695652173913043
"NUDT9","C6_oncogenic","MSigDB_C6",-0.0655966326862904,0.00437231420327412,23,1,0.565217391304348
"CNTNAP2","C6_oncogenic","MSigDB_C6",0.533238775927256,0.00438152920759268,13,1,0.846153846153846
"KDR","C6_oncogenic","MSigDB_C6",-0.406768125199637,0.00438548743642206,20,1,0.7
"SELL","C6_oncogenic","MSigDB_C6",-0.775481062717182,0.0044130113848097,16,1,0.75
"CDC42EP3","C6_oncogenic","MSigDB_C6",-0.103101120950356,0.0044131722638528,23,1,0.608695652173913
"GIPC1","C6_oncogenic","MSigDB_C6",-0.150235537136699,0.00444265785249476,23,1,0.782608695652174
"MS4A12","C6_oncogenic","MSigDB_C6",2.44364564705011,0.00444963180596967,1,1,NA
"FDPS","C6_oncogenic","MSigDB_C6",0.0318652766765384,0.0044705643427051,23,1,0.608695652173913
"KRT8","C6_oncogenic","MSigDB_C6",0.233930140346027,0.00449942192431154,21,1,0.523809523809524
"PLPP3","C6_oncogenic","MSigDB_C6",-0.18385550103237,0.0045299589243423,23,1,0.652173913043478
"PDZRN3","C6_oncogenic","MSigDB_C6",-0.0761455108675206,0.00453544676265778,22,1,0.5
"GGA1","C6_oncogenic","MSigDB_C6",0.0577117996375101,0.00454328207934122,23,1,0.608695652173913
"CHST3","C6_oncogenic","MSigDB_C6",-0.164125099444007,0.00454574962272733,22,1,0.454545454545455
"SIRPB1","C6_oncogenic","MSigDB_C6",0.9098603698401,0.00460769764010546,4,1,0.75
"AVPI1","C6_oncogenic","MSigDB_C6",-0.169412873719266,0.00462374675494587,23,1,0.565217391304348
"CHN1","C6_oncogenic","MSigDB_C6",-0.0904519212914993,0.00463555332345106,19,1,0.473684210526316
"CPEB3","C6_oncogenic","MSigDB_C6",0.224323850145644,0.0046364659437126,23,1,0.608695652173913
"ARL15","C6_oncogenic","MSigDB_C6",-0.111399134756536,0.00463749687679367,23,1,0.478260869565217
"UHRF2","C6_oncogenic","MSigDB_C6",-0.0513139206232411,0.00473145935204097,23,1,0.565217391304348
"PDGFRL","C6_oncogenic","MSigDB_C6",0.130484162799863,0.00473948727228775,21,1,0.523809523809524
"MORC4","C6_oncogenic","MSigDB_C6",0.0443211969571468,0.00475124252044495,23,1,0.521739130434783
"RAB11FIP5","C6_oncogenic","MSigDB_C6",0.0299847357118619,0.00475124252044495,23,1,0.695652173913043
"DNAJB11","C6_oncogenic","MSigDB_C6",-0.12538455887497,0.00475402951965875,23,1,0.652173913043478
"ATF5","C6_oncogenic","MSigDB_C6",-0.0310252694635414,0.00475947930643489,23,1,0.608695652173913
"SCAF4","C6_oncogenic","MSigDB_C6",0.0962122761874216,0.00475947930643489,23,1,0.782608695652174
"SGIP1","C6_oncogenic","MSigDB_C6",0.147319489766204,0.00476811862441846,21,1,0.523809523809524
"ANPEP","C6_oncogenic","MSigDB_C6",-0.443207817066456,0.00477376634241932,21,1,0.523809523809524
"ZNF394","C6_oncogenic","MSigDB_C6",-0.201579302761603,0.00481607339829308,10,1,0.7
"AMN1","C6_oncogenic","MSigDB_C6",0.145716393455764,0.00482114675820499,23,1,0.608695652173913
"CACNA1I","C6_oncogenic","MSigDB_C6",0.327776560228579,0.00482924544271211,16,1,0.625
"CEP19","C6_oncogenic","MSigDB_C6",-0.147299876560636,0.00484375261575312,23,1,0.652173913043478
"GBP1","C6_oncogenic","MSigDB_C6",-0.459023281066402,0.00484375261575312,10,1,0.7
"VSIG2","C6_oncogenic","MSigDB_C6",0.519813400024348,0.00484375261575312,17,1,0.764705882352941
"TPD52","C6_oncogenic","MSigDB_C6",0.216537415986094,0.00485031107580897,22,1,0.636363636363636
"HSD3B2","C6_oncogenic","MSigDB_C6",-1.16495878261014,0.00491483839673539,7,1,0.714285714285714
"PIGC","C6_oncogenic","MSigDB_C6",-0.0837832756276631,0.00496421102683577,23,1,0.695652173913043
"ALAS2","C6_oncogenic","MSigDB_C6",-0.0690140672723673,0.0049994245133144,14,1,0.642857142857143
"OR2W3","C6_oncogenic","MSigDB_C6",-1.00171656998892,0.0049994245133144,3,1,1
"UQCC4","C6_oncogenic","MSigDB_C6",-0.10309966108585,0.0050007359429965,23,1,0.739130434782609
"CHST15","C6_oncogenic","MSigDB_C6",-0.103600351181458,0.00500699002228541,23,1,0.478260869565217
"DGCR6L","C6_oncogenic","MSigDB_C6",0.1484058753239,0.00502021174031826,10,1,0.8
"ABCC9","C6_oncogenic","MSigDB_C6",0.222477502103128,0.00502711592683546,20,1,0.65
"TMEM100","C6_oncogenic","MSigDB_C6",-0.33666648297381,0.00503525957499192,20,1,0.65
"HS3ST3A1","C6_oncogenic","MSigDB_C6",-0.0829997940293171,0.00514632743553119,21,1,0.380952380952381
"TMEM115","C6_oncogenic","MSigDB_C6",-0.165922916004082,0.00516565896315235,23,1,0.652173913043478
"MAMDC2","C6_oncogenic","MSigDB_C6",-0.213693250496922,0.00519074048239605,21,1,0.761904761904762
"PLCB4","C6_oncogenic","MSigDB_C6",0.135778537148372,0.00519074048239605,23,1,0.782608695652174
"MINK1","C6_oncogenic","MSigDB_C6",0.0346326577455463,0.00521121215069246,23,1,0.782608695652174
"METRN","C6_oncogenic","MSigDB_C6",-0.175367954988201,0.00532396699223058,23,1,0.739130434782609
"CDH13","C6_oncogenic","MSigDB_C6",0.213631680222219,0.00533936235993056,23,1,0.608695652173913
"OGA","C6_oncogenic","MSigDB_C6",0.0895516417320108,0.00533936235993056,23,1,0.695652173913043
"ADRB2","C6_oncogenic","MSigDB_C6",-0.191249461493384,0.00536117100025162,23,1,0.608695652173913
"INSIG2","C6_oncogenic","MSigDB_C6",0.214879574751938,0.00536363431312934,23,1,0.652173913043478
"ADTRP","C6_oncogenic","MSigDB_C6",-0.303233169153921,0.00539663437798455,18,1,0.666666666666667
"PTCD2","C6_oncogenic","MSigDB_C6",-0.0658636205421855,0.00539663437798455,23,1,0.739130434782609
"RNLS","C6_oncogenic","MSigDB_C6",-0.103325669794144,0.00539663437798455,23,1,0.608695652173913
"ARHGAP8","C6_oncogenic","MSigDB_C6",0.497079502328571,0.00540689567196623,11,1,0.727272727272727
"LAP3","C6_oncogenic","MSigDB_C6",-0.125281098912377,0.00540689567196623,23,1,0.608695652173913
"JCAD","C6_oncogenic","MSigDB_C6",-0.121811821270163,0.00543318446866749,23,1,0.521739130434783
"MYH14","C6_oncogenic","MSigDB_C6",0.463042515546124,0.00543684537233078,21,1,0.714285714285714
"CACNB1","C6_oncogenic","MSigDB_C6",0.023606283486321,0.00547725047786469,23,1,0.434782608695652
"MYL9","C6_oncogenic","MSigDB_C6",-0.173922394405872,0.0054821782768838,23,1,0.565217391304348
"HTR3B","C6_oncogenic","MSigDB_C6",1.00637990266873,0.00550279212456341,2,1,1
"MMP19","SASP","Curated",-0.384477026568641,0.00551825757764452,22,1,0.590909090909091
"ZNF180","C6_oncogenic","MSigDB_C6",-0.182368969315819,0.0055191161952567,10,1,0.8
"SPSB1","C6_oncogenic","MSigDB_C6",-0.126651813625129,0.00552699283246478,23,1,0.608695652173913
"FJX1","C6_oncogenic","MSigDB_C6",-0.240109755475173,0.00557950661641191,18,1,0.666666666666667
"PLEKHH2","C6_oncogenic","MSigDB_C6",0.167294383703985,0.00561582891095302,22,1,0.636363636363636
"AURKC","C6_oncogenic","MSigDB_C6",0.389275780328792,0.00561853922233006,11,1,0.727272727272727
"RAB31","C6_oncogenic","MSigDB_C6",-0.240232854735991,0.00564939345211369,22,1,0.681818181818182
"SHISA2","C6_oncogenic","MSigDB_C6",-0.231777843747831,0.00568181122135553,20,1,0.45
"COL4A2","C6_oncogenic","MSigDB_C6",0.106594757932273,0.00570471059156928,23,1,0.565217391304348
"NUAK2","C6_oncogenic","MSigDB_C6",-0.15272329035309,0.00570471059156928,23,1,0.608695652173913
"WNT2B","C6_oncogenic","MSigDB_C6",0.189837359428859,0.00570471059156928,21,1,0.571428571428571
"SMARCAL1","C6_oncogenic","MSigDB_C6",-0.0969662517460945,0.00574686444884841,23,1,0.695652173913043
"SMAD5-AS1","C6_oncogenic","MSigDB_C6",-0.805023361100055,0.00584630084376093,5,1,0.8
"FARP2","C6_oncogenic","MSigDB_C6",0.0814069343258343,0.00586209246059304,23,1,0.782608695652174
"GTF2A2","C6_oncogenic","MSigDB_C6",-0.0824648108196535,0.005875848591402,23,1,0.695652173913043
"GYG1","C6_oncogenic","MSigDB_C6",-0.0865553723655823,0.00588372094007086,23,1,0.652173913043478
"PODXL2","C6_oncogenic","MSigDB_C6",-0.239537035380739,0.00589186541900381,20,1,0.65
"SCNN1D","C6_oncogenic","MSigDB_C6",0.235137947083848,0.00592409738973236,10,1,0.8
"GNAI1","C6_oncogenic","MSigDB_C6",-0.135987885093655,0.00593200446065893,23,1,0.652173913043478
"JUP","C6_oncogenic","MSigDB_C6",0.161501035095337,0.00594967636090958,23,1,0.478260869565217
"ROR2","C6_oncogenic","MSigDB_C6",-0.552672086853798,0.00594967636090958,17,1,0.705882352941177
"PLAUR","SASP","Curated",-0.362196402146529,0.00598801395712499,23,1,0.652173913043478
"SULF1","C6_oncogenic","MSigDB_C6",-0.199842900894056,0.00599161649754087,23,1,0.521739130434783
"DUSP18","C6_oncogenic","MSigDB_C6",-0.167712494192817,0.00599533727458065,19,1,0.684210526315789
"FERMT1","C6_oncogenic","MSigDB_C6",-0.334223404919627,0.00599533727458065,19,1,0.526315789473684
"SNRNP35","C6_oncogenic","MSigDB_C6",-0.125930064055278,0.00603164777200142,23,1,0.521739130434783
"ZNF268","C6_oncogenic","MSigDB_C6",-0.286561402444996,0.00604135231088708,10,1,0.7
"MAMDC4","C6_oncogenic","MSigDB_C6",-0.186385456486571,0.00608977377563097,23,1,0.565217391304348
"NDUFA13","C6_oncogenic","MSigDB_C6",-0.14300894590324,0.00611718854906362,23,1,0.695652173913043
"ELF3","C6_oncogenic","MSigDB_C6",0.574728850116975,0.00613642655824953,13,1,0.846153846153846
"MYO5C","C6_oncogenic","MSigDB_C6",0.274539694967965,0.00614824115644149,23,1,0.739130434782609
"ZDHHC6","C6_oncogenic","MSigDB_C6",-0.0733878596424552,0.00615859259157496,23,1,0.608695652173913
"DSCAM","C6_oncogenic","MSigDB_C6",0.30402579648807,0.00622371625849345,10,1,1
"COMP","C6_oncogenic","MSigDB_C6",-0.539650916687354,0.00627603426412687,16,1,0.6875
"CNGB1","C6_oncogenic","MSigDB_C6",0.171367304617369,0.00627963715292834,13,1,0.769230769230769
"PTEN","TSG","Curated",-0.0493842294896883,0.00627990694775279,23,1,0.652173913043478
"B9D2","C6_oncogenic","MSigDB_C6",-0.169219978244119,0.00630953947400232,23,1,0.608695652173913
"ESR2","C6_oncogenic","MSigDB_C6",0.599846384879719,0.00631338954242091,13,1,0.615384615384615
"PTGIS","C6_oncogenic","MSigDB_C6",-0.371741172008749,0.00631338954242091,22,1,0.681818181818182
"KYNU","C6_oncogenic","MSigDB_C6",0.00677598995969862,0.00632132207212926,16,1,0.4375
"AAAS","C6_oncogenic","MSigDB_C6",0.0397557928843244,0.00633314917558283,23,1,0.608695652173913
"LAMA5","KEGG_oncogenesis","KEGG",0.156978269699007,0.00637274079777927,23,1,0.521739130434783
"PHAX","C6_oncogenic","MSigDB_C6",-0.0902498543460743,0.00637274079777927,23,1,0.608695652173913
"PHF7","C6_oncogenic","MSigDB_C6",0.139549950671161,0.00640583477684474,23,1,0.608695652173913
"SRPX","C6_oncogenic","MSigDB_C6",-0.323134499028303,0.00641713954191609,21,1,0.666666666666667
"LINC01124","C6_oncogenic","MSigDB_C6",1.01886348784726,0.00642316515365726,4,1,0.75
"ACP3","C6_oncogenic","MSigDB_C6",-0.305286168483547,0.00642536859281933,19,1,0.631578947368421
"RHPN1","C6_oncogenic","MSigDB_C6",0.183377413250972,0.00650733479242312,15,1,0.533333333333333
