"gene","class","source","mean_lfc","padj","n_studies","n_species","direction_concordance"
"MILIP","C6_oncogenic","MSigDB_C6",-0.13619151398278,0.0450117677108319,10,1,0.6
"HOXB1","C6_oncogenic","MSigDB_C6",2.53542693461375,0.0450118458097169,2,1,1
"MTA1","C6_oncogenic","MSigDB_C6",0.0736485797210043,0.0450118458097169,23,1,0.565217391304348
"SLC5A6","C6_oncogenic","MSigDB_C6",-0.132619636287465,0.0451095401155087,23,1,0.608695652173913
"TM6SF1","C6_oncogenic","MSigDB_C6",-0.112280326283562,0.0451095401155087,22,1,0.590909090909091
"SLF2","C6_oncogenic","MSigDB_C6",0.0806820266184972,0.0454080857464546,23,1,0.521739130434783
"AMD1","C6_oncogenic","MSigDB_C6",-0.0883534690138209,0.0454134155289799,23,1,0.652173913043478
"TMEM140","C6_oncogenic","MSigDB_C6",-0.136469038666151,0.0454964854228366,23,1,0.695652173913043
"PTHLH","C6_oncogenic","MSigDB_C6",-0.232394734088091,0.0455841700627772,16,1,0.6875
"CGNL1","C6_oncogenic","MSigDB_C6",-0.10528347588738,0.0457174312480498,23,1,0.608695652173913
"ARHGAP24","C6_oncogenic","MSigDB_C6",0.0119562156142395,0.0458512239548149,23,1,0.608695652173913
"LTBR","C6_oncogenic","MSigDB_C6",-0.13421475736446,0.0458512239548149,22,1,0.681818181818182
"NEU3","C6_oncogenic","MSigDB_C6",0.121314801692821,0.0459648400499268,23,1,0.652173913043478
"NOL6","C6_oncogenic","MSigDB_C6",0.0114787372177947,0.0460199191955538,23,1,0.565217391304348
"HMGN2","C6_oncogenic","MSigDB_C6",-0.118651897559811,0.0463346359307658,23,1,0.652173913043478
"SNRPD3","C6_oncogenic","MSigDB_C6",0.0664201189085008,0.0463774661262048,23,1,0.652173913043478
"XRCC1","C6_oncogenic","MSigDB_C6",0.0378111218679529,0.0463774661262048,23,1,0.478260869565217
"TAP1","C6_oncogenic","MSigDB_C6",-0.20129047304457,0.0465259246034108,23,1,0.695652173913043
"PITX3","C6_oncogenic","MSigDB_C6",0.422198861955499,0.0465814822691718,11,1,0.727272727272727
"IGKC","C6_oncogenic","MSigDB_C6",-0.539395953082978,0.0466593923679033,13,1,0.615384615384615
"ADAMTSL4","C6_oncogenic","MSigDB_C6",-0.0578964981500301,0.0467708407645715,23,1,0.478260869565217
"WSCD2","C6_oncogenic","MSigDB_C6",0.195638023336144,0.0468461076404203,13,1,0.692307692307692
"AZU1","C6_oncogenic","MSigDB_C6",0.702919090735306,0.0468704712220562,6,1,0.833333333333333
"SLC12A1","C6_oncogenic","MSigDB_C6",0.0255231866376123,0.0468704712220562,7,1,0.571428571428571
"ANAPC13","C6_oncogenic","MSigDB_C6",-0.0450027158001483,0.0469092010735965,23,1,0.608695652173913
"GNG2","KEGG_oncogenesis","KEGG",-0.380258966630762,0.0469092010735965,23,1,0.652173913043478
"PAICS","C6_oncogenic","MSigDB_C6",-0.0383150401212853,0.0469092010735965,23,1,0.565217391304348
"INHBB","C6_oncogenic","MSigDB_C6",-0.448430671516005,0.0472245311565075,22,1,0.772727272727273
"SPTLC3","C6_oncogenic","MSigDB_C6",-0.273943216098921,0.0472747550561343,14,1,0.5
"FMC1","C6_oncogenic","MSigDB_C6",-0.126806579716543,0.0473498350393995,21,1,0.571428571428571
"NECTIN3","C6_oncogenic","MSigDB_C6",-0.0842445561109652,0.0473694250550681,23,1,0.608695652173913
"GFM1","C6_oncogenic","MSigDB_C6",-0.0684290403253653,0.047385300792011,23,1,0.521739130434783
"UST","C6_oncogenic","MSigDB_C6",-0.0818190621740643,0.0473938831593648,23,1,0.521739130434783
"HACD4","C6_oncogenic","MSigDB_C6",-0.184943000065005,0.0475249784421313,22,1,0.590909090909091
"CYP2U1","C6_oncogenic","MSigDB_C6",-0.101517094420898,0.0478695996548152,22,1,0.590909090909091
"LIN7B","C6_oncogenic","MSigDB_C6",0.0399865646361244,0.0478695996548152,15,1,0.8
"CCDC51","C6_oncogenic","MSigDB_C6",-0.102074267737388,0.0478825548417303,23,1,0.652173913043478
"DDIT4L","C6_oncogenic","MSigDB_C6",-0.225841800062711,0.0479001849856991,22,1,0.590909090909091
"LIN7A","C6_oncogenic","MSigDB_C6",-0.273487835584191,0.0479001849856991,20,1,0.55
"GMNN","C6_oncogenic","MSigDB_C6",-0.116492238544515,0.048107216550919,23,1,0.565217391304348
"KLF7","C6_oncogenic","MSigDB_C6",-0.155691397442297,0.0481591330970336,23,1,0.695652173913043
"ZNF271P","C6_oncogenic","MSigDB_C6",-0.168179843868493,0.0481591330970336,10,1,0.5
"POGZ","C6_oncogenic","MSigDB_C6",0.0747097044059274,0.0483309522408647,23,1,0.652173913043478
"CACNA1F","C6_oncogenic","MSigDB_C6",0.745731748204212,0.0483478097936598,8,1,0.75
"DGAT2","C6_oncogenic","MSigDB_C6",-0.231073827437059,0.0485204797147218,23,1,0.478260869565217
"GMPPA","C6_oncogenic","MSigDB_C6",-0.0860319918187217,0.0485204797147218,23,1,0.739130434782609
"ZIC2","C6_oncogenic","MSigDB_C6",-1.20995880295463,0.04853025084129,8,1,0.5
"ZNF649","C6_oncogenic","MSigDB_C6",-0.213747117068007,0.048724756399903,10,1,0.5
"CPT1B","C6_oncogenic","MSigDB_C6",-0.109616416114548,0.0487343081433641,12,1,0.583333333333333
"HIC2","C6_oncogenic","MSigDB_C6",0.125505046012546,0.0489344147258507,23,1,0.565217391304348
"PBDC1","C6_oncogenic","MSigDB_C6",-0.103803975105899,0.0492559872524372,23,1,0.695652173913043
"ADRA1D","C6_oncogenic","MSigDB_C6",-0.422341988212826,0.0493291756370782,16,1,0.625
"PRDM12","C6_oncogenic","MSigDB_C6",0.574406865659561,0.0494420649009273,6,1,0.833333333333333
"ABCA3","C6_oncogenic","MSigDB_C6",0.0903233820237114,0.0496474405353184,23,1,0.478260869565217
"NGDN","C6_oncogenic","MSigDB_C6",-0.0841403824268413,0.0496475821232225,23,1,0.652173913043478
"KRT2","C6_oncogenic","MSigDB_C6",1.65365440437063,0.0498770140403136,2,1,0.5
"PRKACA","C6_oncogenic","MSigDB_C6",0.0873841447409962,0.049889874513586,23,1,0.521739130434783
"MFHAS1","C6_oncogenic","MSigDB_C6",-0.0980338516152787,0.0499248575123408,23,1,0.652173913043478
