"disease_name","disease_id","mean_score","max_score","n_genes","genes"
"Acute hepatic failure","HP_0006554",0.0159293915061626,0.0224113223880803,4,"JPT1; EMILIN2; C1S; EVI2B"
"ductal breast carcinoma in situ","MONDO_0005023",0.0147201906998847,0.0450271456290862,4,"MRGPRF; JPT1; CEP15; EREG"
"cutaneous lupus erythematosus","MONDO_0005282",0.0142228950837167,0.0298839946433415,4,"SECTM1; EVI2B; IFIT5; OASL"
"septic shock","EFO_0006834",0.00833277763837339,0.0109012227483492,4,"TP53I3; EMILIN2; FOLR3; STOM"
"meningococcal infection","MONDO_0005373",0.00779257978461644,0.0181190015679992,4,"EPB41L4A-AS1; TP53I11; SLCO4A1; GASK1B"
"ovarian serous cystadenocarcinoma","MONDO_0006046",0.00776117694837874,0.0310447077935149,4,"ZNF550; ABCB8; KRT38; GNG11"
"Retinal dystrophy","HP_0000556",0.502196067698242,0.577490619148244,3,"EFEMP1; MVK; BEST1"
"carpal tunnel syndrome","MONDO_0007275",0.353347520222979,0.485989724669616,3,"EFEMP1; SEMA3A; UMPS"
"immunodeficiency due to a classical component pathway complement deficiency","MONDO_0015699",0.323520896853907,0.554534039740246,3,"C1R; SCARA5; C1S"
"ventral hernia","EFO_1001866",0.31980872042064,0.512099792881384,3,"EFEMP1; RHOB; FLNA"
"autoimmune disorder of central nervous system","MONDO_0000568",0.286034086139053,0.369579854684702,3,"SOAT1; SLC1A3; FOLR3"
"dengue disease","MONDO_0005502",0.279309975177963,0.461974818355877,3,"C1S; IFIT5; GPC6"
"Palmoplantar keratoderma","HP_0000982",0.279271795436916,0.464407711166595,3,"LCE3D; CTSC; SERPINB7"
"corneal ulcer","MONDO_0004577",0.278029683393494,0.309913621825615,3,"CTSC; PDE7B; SH2D4A"
"endometrial endometrioid adenocarcinoma","MONDO_0006192",0.277184891013526,0.369579854684702,3,"H3-3B; BTG2; NR4A3"
"carcinoma of liver and intrahepatic biliary tract","MONDO_0018531",0.277184891013526,0.369579854684702,3,"H3-3B; BTG2; NR4A3"
"autoimmune lymphoproliferative syndrome type 1","MONDO_0011158",0.276153029768567,0.74389921855384,3,"FAS; CXCL6; MVK"
"neuroendocrine neoplasm","MONDO_0019496",0.260695413742398,0.294936060699956,3,"GCNT3; TENT5A; FAT3"
"psoriasis vulgaris","EFO_1001494",0.252303057413659,0.369579854684702,3,"LCE3D; GIPR; UMPS"
"brain glioblastoma","MONDO_0002501",0.246386569789801,0.277184891013526,3,"H3-3B; BTG2; NR4A3"
"ovarian serous adenocarcinoma","MONDO_0005211",0.246386569789801,0.277184891013526,3,"H3-3B; BTG2; NR4A3"
"breast ductal adenocarcinoma","MONDO_0005590",0.246386569789801,0.277184891013526,3,"H3-3B; BTG2; NR4A3"
"HER2 positive breast carcinoma","MONDO_0006244",0.246386569789801,0.277184891013526,3,"H3-3B; BTG2; NR4A3"
"familial hyperlipidemia","MONDO_0001336",0.245647628930325,0.369579854684702,3,"SOAT1; APOA4; C12orf43"
"Rh deficiency syndrome","MONDO_0019107",0.243051251690858,0.611387134377293,3,"RHCE; EPB41; SLC20A1"
"eye disorder","MONDO_0005328",0.232982345118015,0.260263598687186,3,"MRGPRF; MAN1A1; FAT3"
"urethral syndrome","MONDO_0001730",0.23274020155208,0.329604460487201,3,"BAMBI; SEMA3A; TENT5A"
"Hashimoto thyroiditis","MONDO_0007699",0.231079034048566,0.375562257552058,3,"FAS; CA12; SERPINB7"
"musculoskeletal system disorder","MONDO_0002081",0.227498705738329,0.369205339657628,3,"HAS1; RHOB; BAMBI"
"lens disorder","MONDO_0001176",0.226026169522574,0.248498356153083,3,"DCN; SCD; CD83"
"protozoa infectious disease","MONDO_0002428",0.223433504506095,0.246954432341451,3,"GASK1B; SH2D4A; GPC6"
"familial thoracic aortic aneurysm and aortic dissection","MONDO_0019625",0.223085379581019,0.561103240709641,3,"IGFBP6; HIF3A; FLNA"
"acne","MONDO_0011438",0.22095084956491,0.359576997067721,3,"CSTA; SOAT1; LCE3D"
"diabetic ketoacidosis","MONDO_0012819",0.21056020695088,0.31591599544973,3,"CEP15; SEMA3A; ADGRL4"
"skin neoplasm","MONDO_0002531",0.20959716450132,0.338162527549166,3,"ERAP2; KITLG; CTSC"
"actinic keratosis","MONDO_0005173",0.207185428890589,0.470549265746695,3,"PI3; KITLG; CTSC"
"Kallmann syndrome","MONDO_0018800",0.207137488135045,0.528572049945972,3,"CLDN11; SEMA3A; SDSL"
"insomnia","MONDO_0013600",0.204190347079074,0.402391682557753,3,"CLDN11; MGST1; GPC6"
"tubulointerstitial kidney disease, autosomal dominant, 2","MONDO_0020726",0.200640146478713,0.481544584966786,3,"DCN; APOA4; CD1D"
"lymphatic system disorder","MONDO_0005833",0.199580563679266,0.353739892924095,3,"KLF2; ICAM5; STOM"
"ocular hypotension","MONDO_0004390",0.193811431970812,0.306354426622951,3,"MGST1; BAMBI; GPC6"
"Abnormal erythrocyte morphology","HP_0001877",0.188553317356777,0.259364353026516,3,"ENPP2; ZNF281; ADGRL4"
"pericarditis","MONDO_0005904",0.184133953758328,0.266188969009313,3,"DPP4; SLCO4A1; GASK1B"
"epilepsy","MONDO_0005027",0.181392324985663,0.462713978065247,3,"NPTX2; CA12; IFIT5"
"Hypoglycemia","HP_0001943",0.177076913522862,0.277902771855795,3,"DPP4; ICAM5; GPC6"
"microphthalmia","MONDO_0021129",0.173515409413755,0.392680016728161,3,"GLIPR1; SLC1A3; BEST1"
"nanophthalmia","MONDO_0005514",0.170941472532579,0.390260239744365,3,"GLIPR1; SLC1A3; BEST1"
"congestive heart failure","MONDO_0005009",0.169966726176996,0.369579854684702,3,"KLF2; CA12; VAMP5"
"AL amyloidosis","MONDO_0019438",0.166508561862068,0.462885319392321,3,"HAS1; APOA4; ABCB8"
"gastrointestinal stromal tumor","MONDO_0011719",0.159830509090479,0.278201235613909,3,"KITLG; CXCL2; NR4A3"
"mantle cell lymphoma","MONDO_0018876",0.147114691149454,0.290122878984881,3,"CXCL5; FAS; CD83"
"Microscopic hematuria","HP_0002907",0.145432559122026,0.297127522948443,3,"DPP4; BAMBI; FOLR3"
"necrotizing enterocolitis","MONDO_0005313",0.137038841302811,0.277184891013526,3,"IL24; PDE7B; CIRBP"
"basal cell carcinoma","MONDO_0020804",0.13129229346719,0.277468997138295,3,"KITLG; CTSC; RAB3IL1"
"juvenile idiopathic arthritis","MONDO_0011429",0.122234988219219,0.290755865665749,3,"DCN; ERAP2; SERPINB7"
"acute pancreatitis","MONDO_0006515",0.118815850394339,0.26332564646285,3,"TP53I3; C1S; PDE7B"
"Hypocalcemia","HP_0002901",0.115201928809851,0.220161570580771,3,"ENPP2; BAMBI; SDSL"
"physical activity","EFO_0003940",0.113977815021074,0.25378841051153,3,"MVK; RHCE; C12orf43"
"allergic disease","MONDO_0005271",0.113453277454374,0.297208715140842,3,"CD83; OLFML3; SERPINB7"
"osteoarthritis, hip","MONDO_0006629",0.109913570888918,0.172721561277963,3,"BAMBI; GIPR; EVI2B"
"non-Hodgkin lymphoma","MONDO_0018908",0.10398279893228,0.184314242000387,3,"CSF3; ERAP2; BTG2"
"squamous cell lung carcinoma","MONDO_0005097",0.100927798346926,0.302783395040778,3,"LCE3D; ABCB8; FAT3"
"endometrial carcinoma","MONDO_0002447",0.100551807654712,0.280189913424659,3,"MRGPRF; NR4A3; RAB3IL1"
"narcolepsy","MONDO_0021107",0.0944585301667496,0.246954432341451,3,"NPTX2; OLFML3; GPC6"
"papillary renal cell carcinoma","MONDO_0017884",0.0935814816081094,0.277184891013526,3,"MRGPRF; H3-3B; ABCB8"
"Arthritis","HP_0001369",0.0770010357569904,0.0819830007001552,3,"KLF2; RHOB; BDKRB1"
"arthritic joint disease","MONDO_0005578",0.0770010357569904,0.0819830007001552,3,"KLF2; RHOB; BDKRB1"
"Usher syndrome type 1","MONDO_0010168",0.0700129034893556,0.0844101407173638,3,"CLDN11; SLC1A3; BEST1"
"Total congenital cataract","Orphanet_98994",0.0679603682868773,0.0797582672658638,3,"BEX1; GLIPR1; ANGPTL1"
"diabetic retinopathy","MONDO_0005266",0.0674147656113827,0.113483077806582,3,"BDKRB1; C12orf43; STOM"
"hereditary spherocytosis","MONDO_0019350",0.063294070620571,0.071995323722054,3,"RHCE; EPB41; SLC20A1"
"progressive bifocal chorioretinal atrophy","MONDO_0010932",0.0629589185826681,0.0859690931103224,3,"RHOB; CSTA; BEST1"
"Hirschsprung disease","MONDO_0018309",0.0621637920328197,0.0846000580611601,3,"GCNT3; SEMA3A; EREG"
"X-linked retinoschisis","MONDO_0010725",0.0590508532150972,0.0683242277355608,3,"BEX1; C1R; SLC1A3"
"beta-thalassemia-X-linked thrombocytopenia syndrome","MONDO_0010745",0.0588193182802086,0.0715434735920061,3,"SERPINB2; EPB41; SLC20A1"
"Beta-thalassemia - X-linked thrombocytopenia","Orphanet_231393",0.0588193182802086,0.0715434735920061,3,"SERPINB2; EPB41; SLC20A1"
"Thrombocytopenia","HP_0001873",0.0576946689878175,0.0721129427643184,3,"SERPINB2; EPB41; SLC20A1"
"Hereditary persistence of fetal hemoglobin - beta-thalassemia","Orphanet_46532",0.0575640471478434,0.0736595235822175,3,"EPB41; SLC20A1; RAB3IL1"
"lattice corneal dystrophy type I","MONDO_0007380",0.0563535362423233,0.0583788338459955,3,"BEX1; GFPT2; ANGPTL1"
"Butterfly-shaped pigment dystrophy","Orphanet_99001",0.0554020734386517,0.0647670216342206,3,"BEX1; RHOB; GLIPR1"
"Sorsby's fundus dystrophy","Orphanet_59181",0.0543886033482497,0.0643364611035129,3,"BEX1; RHOB; SLC1A3"
"inflammatory bowel disease 29","MONDO_0054849",0.0542567865334121,0.0727333154019493,3,"GCNT3; APOA4; EREG"
"hereditary persistence of fetal hemoglobin-sickle cell disease syndrome","MONDO_0016672",0.0542532276162929,0.0731735260733071,3,"EPB41; SLC20A1; RAB3IL1"
"hemorrhage","MP_0001914",0.0537944078250101,0.0745178119869614,3,"NPTX2; UMPS; SDSL"
"granular corneal dystrophy type I","MONDO_0007377",0.0535003797641574,0.0606794684414078,3,"BEX1; GFPT2; ANGPTL1"
"Hemolytic anemia due to red cell pyruvate kinase deficiency","Orphanet_766",0.0534919615563563,0.0614186281507772,3,"RHCE; EPB41; SLC20A1"
"congenital glaucoma","MONDO_0020366",0.0531405184908367,0.0575801307155936,3,"BEX1; GFPT2; ANGPTL1"
"dehydrated hereditary stomatocytosis","MONDO_0017910",0.0529706486391094,0.0624423643482538,3,"RHCE; EPB41; SLC20A1"
"erythroleukemia, familial, susceptibility to","MONDO_0007573",0.0527396612299314,0.057146285030622,3,"SERPINB2; EPB41; SLC20A1"
"neutropenia, severe congenital, 1, autosomal dominant","MONDO_0042490",0.0521754359851128,0.0725208069855056,3,"SERPINB2; CXCL6; PLAC9"
"Thiel-Behnke corneal dystrophy","MONDO_0011185",0.0512539502140989,0.0546017277311178,3,"BEX1; GFPT2; ANGPTL1"
"severe congenital hypochromic anemia with ringed sideroblasts","MONDO_0014094",0.0509718375916896,0.058210675012114,3,"RHCE; EPB41; SLC20A1"
"inflammatory bowel disease 13","MONDO_0012831",0.0498045812173104,0.0731915944217583,3,"GCNT3; APOA4; EREG"
"inflammatory bowel disease 19","MONDO_0012845",0.0498045812173104,0.0731915944217583,3,"GCNT3; APOA4; EREG"
"exudative vitreoretinopathy 2, X-linked","MONDO_0010588",0.0489982811676733,0.0554573050947129,3,"BEX1; C1R; RHOB"
"hemolytic anemia due to diphosphoglycerate mutase deficiency","MONDO_0009113",0.0481340802741356,0.0604558726293235,3,"IL24; EPB41; RAB3IL1"
"lip and oral cavity carcinoma","MONDO_0023644",0.0478751690537148,0.0765056991075727,3,"HAS1; SEMA3A; OASL"
"Wagner disease","MONDO_0007740",0.0469779112953969,0.0499265425693564,3,"C1R; RHOB; GFPT2"
"southeast Asian ovalocytosis","MONDO_0008165",0.046214728895473,0.0513161628229708,3,"RHCE; EPB41; SLC20A1"
"Rare hemorrhagic disorder due to a constitutional platelet anomaly","Orphanet_71202",0.0456033115855719,0.0604103871962941,3,"SERPINB2; CXCL3; EMILIN2"
"sideroblastic anemia 3","MONDO_0014804",0.0454749532196791,0.0529959032625128,3,"PLAC9; EPB41; SLC20A1"
"retinoblastoma","MONDO_0008380",0.0439448926212845,0.0758870634952588,3,"TP53I11; SCARA5; ADGRL4"
"Immunodeficiency by defective expression of HLA class 2","Orphanet_572",0.0438130758064469,0.0455470212913427,3,"GCNT3; CXCL6; MVK"
"immunodeficiency due to MASP-2 deficiency","MONDO_0013423",0.0434330245225462,0.0504402585673681,3,"GCNT3; SCARA5; EREG"
"polycystic kidney disease 5","MONDO_0033281",0.0433837472085882,0.0513198586215177,3,"ZNF281; VAMP5; EVI2B"
"Behcet disease","MONDO_0007191",0.0433110683281476,0.102664987339381,3,"PI3; ABCB8; CD83"
"intervertebral disk degenerative disorder","MONDO_0011385",0.0419974770059356,0.0843350865018815,3,"MMP3; PI3; MAN1A1"
"adenoma","MONDO_0004972",0.0419926896999833,0.0754893545071897,3,"SH2D4A; EREG; CIRBP"
"Familial LCAT deficiency","Orphanet_79293",0.0409229613428125,0.0465763011866395,3,"GFPT2; PLAC9; RHCE"
"familial hypercholesterolemia","MONDO_0005439",0.0404796614809961,0.057242786437123,3,"SERPINB2; MGST1; C12orf43"
"congenital rubella syndrome","MONDO_0017361",0.0403804829073251,0.105619094825218,3,"STATH; CSF3; GNG11"
"Combined hyperlipidemia","Orphanet_79211",0.0402447823094661,0.0508246216162402,3,"MGST1; PLAC9; RHCE"
"renal dysplasia","MONDO_0019638",0.0379361401505357,0.0442387086057588,3,"ZNF281; VAMP5; EVI2B"
"Anxiety","HP_0000739",0.0367150094224132,0.0805786398924635,3,"MRGPRF; NPTX2; ICAM5"
"anemia (phenotype)","EFO_0004272",0.0366989552818709,0.0524860394698663,3,"STOM; EPB41; SLC20A1"
"metastatic malignant neoplasm in the lymph nodes","MONDO_0005438",0.0307983212237251,0.0606110961682911,3,"TP53I3; MAN1A1; GNG11"
"brain neoplasm","MONDO_0021211",0.0258423640024501,0.0372274886861059,3,"IL13RA2; BDKRB1; ABCB8"
"laryngotracheoesophageal cleft","MONDO_0016060",0.0225009392174697,0.0431105472432187,3,"PLAC9; CD83; GASK1B"
"Lewy body dementia","MONDO_0007488",0.0203662765790031,0.0448373161308824,3,"STATH; NPTX2; KRT38"
"rosacea","MONDO_0006604",0.0197264354864327,0.0324764520632726,3,"PI3; LCE3D; PLAC9"
"leishmaniasis","MONDO_0011989",0.0160619404845971,0.0197577390314442,3,"SLCO4A1; STOM; RAB3IL1"
"myxosarcoma","MONDO_0006863",0.0158821691554977,0.0292707244910284,3,"ICAM5; FOLR3; GNG11"
"renal carcinoma","MONDO_0005206",0.0110189549267106,0.0167953511740048,3,"HAS1; TP53I3; ABCB8"
"oligodendroglioma","MONDO_0016695",0.0107523648329096,0.0144875303036403,3,"MAN1A1; CEP15; ICAM5"
"brain ischemia","MONDO_0005299",0.00959339573074671,0.0217581699532308,3,"ABCB8; RAB3IL1; CIRBP"
"Cerebral ischemia","HP_0002637",0.00949695882058921,0.0214688592227583,3,"ABCB8; RAB3IL1; CIRBP"
"Ehlers-Danlos syndrome, periodontitis type","MONDO_0007527",0.63697396890127,0.713989310329804,2,"C1R; C1S"
"Ehlers-Danlos syndrome, periodontal type 2","MONDO_0014954",0.545557677129614,0.683395935046167,2,"C1R; C1S"
"complement deficiency","MONDO_0003832",0.462997912921662,0.463217017311901,2,"C1R; C1S"
"Seizure","HP_0001250",0.442602041815757,0.589540199883753,2,"CA12; FLNA"
"Intellectual disability","HP_0001249",0.423902960269816,0.461974818355877,2,"H3-3B; UMPS"
"epidermolytic palmoplantar keratoderma, 1","MONDO_0007758",0.418162117129083,0.464397445059521,2,"CTSC; SERPINB7"
"hereditary palmoplantar keratoderma","MONDO_0019272",0.418162117129083,0.464397445059521,2,"CTSC; SERPINB7"
"edema","EFO_0009373",0.409396780253045,0.589909779738437,2,"CA12; CD83"
"retinal disorder","MONDO_0005283",0.405244849187934,0.459713701998794,2,"BEST1; FAT3"
"Short stature","HP_0004322",0.36292228424684,0.385831102183754,2,"H3-3B; FLNA"
"isolated hyperchlorhidrosis","MONDO_0007747",0.356892753384885,0.67945153826956,2,"CA12; IL13RA2"
"skin aging","EFO_0005422",0.352831763731737,0.365098258681532,2,"EFEMP1; KITLG"
"monogenic diabetes","MONDO_0015967",0.342250613052607,0.536669284231334,2,"C12orf43; CAV1"
"pulmonary hypertension, primary, 3","MONDO_0014135",0.329802842467748,0.625929568576627,2,"CAVIN2; CAV1"
"neurodevelopmental disorder","MONDO_0700092",0.327078171395961,0.341861365583349,2,"H3-3B; FLNA"
"Global developmental delay","HP_0001263",0.326641861845292,0.385831102183754,2,"H3-3B; FLNA"
"Abnormality of skin pigmentation","HP_0001000",0.324881435026704,0.360602469351813,2,"KITLG; TENT5A"
"ovarian endometrioid adenocarcinoma with squamous differentiation","MONDO_0006336",0.323382372849114,0.369579854684702,2,"H3-3B; NR4A3"
"superficial spreading melanoma","MONDO_0020638",0.323382372849114,0.369579854684702,2,"H3-3B; NR4A3"
"dermatitis","MONDO_0002406",0.322396677714849,0.330372292016275,2,"GCNT3; SERPINB7"
"Eczematoid dermatitis","HP_0000964",0.317990691573248,0.33074187187096,2,"ICAM5; SERPINB7"
"Hernia","HP_0100790",0.308594772555717,0.522709391031745,2,"EFEMP1; EVI2B"
"immunodeficiency disease","MONDO_0021094",0.302168780820643,0.344892503652626,2,"KLF2; FAS"
"Progressive visual loss","HP_0000529",0.30108274418025,0.386767464754184,2,"EFEMP1; ZNF281"
"atrial flutter","MONDO_0005310",0.297655440094266,0.452183820722172,2,"ICAM5; CAV1"
"biliary tract disorder","MONDO_0004868",0.297290144141509,0.326993335440272,2,"SLC1A3; SH2D4A"
"maturity-onset diabetes of the young type 3","MONDO_0010894",0.29348949972645,0.499541949532321,2,"GIPR; C12orf43"
"Hernia of the abdominal wall","HP_0004299",0.289767902593243,0.545646664303966,2,"EFEMP1; SDSL"
"vein disorder","MONDO_0004634",0.288777547820674,0.353739892924095,2,"KLF2; STOM"
"MODY","Orphanet_552",0.284814106860954,0.467988503357441,2,"GIPR; C12orf43"
"bladder calculus","MONDO_0006678",0.282688926423027,0.335511284729363,2,"DPP4; GIPR"
"bronchiectasis","MONDO_0004822",0.281280746167434,0.517198360368984,2,"TP53I11; CTSC"
"bile duct carcinoma","MONDO_0005496",0.280164628591922,0.283144366170317,2,"FAS; H3-3B"
"Merkel cell skin cancer","EFO_1001471",0.278848000359607,0.280511109705689,2,"FAS; H3-3B"
"rectum adenocarcinoma","MONDO_0002169",0.277184891013526,0.277184891013526,2,"H3-3B; NR4A3"
"anaplastic astrocytoma","MONDO_0016684",0.273188808834748,0.277184891013526,2,"IL13RA2; NR4A3"
"Chronic Obstructive Asthma","EFO_0009759",0.269847480497519,0.343514798348886,2,"CSF3; RHCE"
"Moderate albuminuria","HP_0012594",0.26492854682254,0.271151195365788,2,"DPP4; VAMP5"
"Non-syndromic genetic deafness","Orphanet_87884",0.260690644760019,0.482738019914205,2,"IGFBP6; KITLG"
"ulna fracture","MONDO_0005322",0.25466505130869,0.323089942175816,2,"DKK1; TENT5A"
"radius fracture","MONDO_0005325",0.25466505130869,0.323089942175816,2,"DKK1; TENT5A"
"Abdominal pain","HP_0002027",0.254636459464093,0.30421401032382,2,"C1R; FAT3"
"autoimmune hemolytic anemia","MONDO_0020108",0.253974403520226,0.463732273225974,2,"RHCE; C1S"
"benign neoplasm of adrenal gland","MONDO_0021511",0.249246858742822,0.410312035477916,2,"SOAT1; SH2D4A"
"esophageal ulcer","MONDO_0044782",0.237747081870438,0.302065140520291,2,"SH2D4A; GPC6"
"Varicose veins","HP_0002619",0.237735081749211,0.440879778267071,2,"KLF2; TP53I3"
"chronic laryngitis","MONDO_0001369",0.236769385899128,0.294936060699956,2,"SLCO4A1; GPC6"
"primary central nervous system lymphoma","MONDO_0002571",0.23498053827959,0.282963426033128,2,"FAS; BTG2"
"hepatobiliary neoplasm","MONDO_0002514",0.230987409177939,0.277184891013526,2,"BTG2; NR4A3"
"oral cavity carcinoma","MONDO_0044925",0.230987409177939,0.277184891013526,2,"BTG2; NR4A3"
"pernicious anemia","MONDO_0008228",0.230878807805482,0.246954432341451,2,"ADGRL4; GPC6"
"overnutrition","MONDO_0003916",0.229901648131786,0.374303076865095,2,"GIPR; C12orf43"
"Abnormality of the cardiovascular system","HP_0001626",0.224596321454137,0.316196097896911,2,"GASK1B; FLNA"
"genetic developmental and epileptic encephalopathy","MONDO_0100062",0.222010008773072,0.379067431529276,2,"CLDN11; FLNA"
"essential hypertension","MONDO_0001134",0.221008112863685,0.414770413085296,2,"TP53I3; FAT3"
"autosomal dominant nonsyndromic hearing loss","MONDO_0019587",0.218528450571926,0.369949434539386,2,"CLDN11; KITLG"
"sleep apnea syndrome","MONDO_0005296",0.216989034358485,0.329757576306592,2,"CA12; GIPR"
"Autosomal recessive systemic lupus erythematosus","Orphanet_300345",0.216514662068486,0.369579854684702,2,"C1R; CD1D"
"Thromboembolism","HP_0001907",0.21584628299164,0.404377167507449,2,"SCARA5; UMPS"
"morbid obesity","MONDO_0005139",0.214468197860067,0.40878432614858,2,"GIPR; GNG11"
"Decreased total leukocyte count","HP_0001882",0.212422402927471,0.385171705670398,2,"CSF3; EREG"
"deafness","EFO_0001063",0.209902304444061,0.348164755327138,2,"CLDN11; KITLG"
"deep vein thrombosis","EFO_0003907",0.208222836531154,0.404280336178936,2,"SCARA5; EMILIN2"
"severe early-childhood-onset retinal dystrophy","MONDO_0009549",0.205915688098916,0.358061203139754,2,"BEX1; BEST1"
"dental caries","MONDO_0005276",0.20447707131623,0.365952673480873,2,"STATH; CA12"
"congenital heart disease","MONDO_0005453",0.202847599042245,0.370503804321414,2,"CAVIN2; SEMA3A"
"angioedema","MONDO_0010481",0.199729139330438,0.266087197720211,2,"BDKRB1; C1S"
"Sensorineural hearing impairment","HP_0000407",0.197551232944736,0.317809883329084,2,"MVK; RHCE"
"lymphoid leukemia","MONDO_0005402",0.197475316286738,0.370938814051701,2,"FAS; GNG11"
"prediabetes syndrome","MONDO_0006920",0.196282234227942,0.364476399499847,2,"DPP4; PI3"
"lung disorder","MONDO_0005275",0.192487196202847,0.372408677346415,2,"PLAC9; CTSC"
"nervous system cancer","MONDO_0005872",0.192047819845331,0.24338618335297,2,"KLF2; CCT6B"
"Erythema","HP_0010783",0.190333625162621,0.369579854684702,2,"CSTA; SERPINB7"
"respiratory system disorder","MONDO_0005087",0.189547238262988,0.246954432341451,2,"KLF2; GPC6"
"substance-related disorder","MONDO_0002494",0.186700267736081,0.276596791451566,2,"EVI2B; ADGRL4"
"Abnormality of the liver","HP_0001392",0.179365164188461,0.198868578056252,2,"C12orf43; OASL"
"Jaundice","HP_0000952",0.17554824380307,0.307545076558298,2,"OLFML3; SEMA3A"
"hearing loss disorder","MONDO_0005365",0.175340579551334,0.233209485778833,2,"MVK; RHCE"
"opioid use disorder","EFO_0010702",0.174212111810624,0.274508252684308,2,"DPP4; CA12"
"Hallux valgus","HP_0001822",0.173357402487886,0.258299949433064,2,"BAMBI; ANGPTL1"
"response to antihypertensive drug","EFO_0005405",0.173303934760968,0.309913621825615,2,"KITLG; GNG11"
"atrioventricular block","MONDO_0000465",0.172032334386925,0.29767241489264,2,"MGST1; CAV1"
"acute graft versus host disease","MONDO_0020546",0.170900995806939,0.281221693766811,2,"DPP4; CD83"
"cirrhosis of liver","MONDO_0005155",0.170326828307608,0.258705898279291,2,"ENPP2; PDE7B"
"lagophthalmos","MONDO_0001604",0.163941513425571,0.300528811094695,2,"DCN; STOM"
"spermatocele","MONDO_0006977",0.161706006216305,0.199876772729421,2,"ZNF281; DKK1"
"ventricular fibrillation","MONDO_0000190",0.160991167453868,0.295582825445654,2,"SEMA3A; GNG11"
"gastritis","MONDO_0004966",0.16048048351013,0.285606475859654,2,"BAMBI; ANGPTL1"
"mixed connective tissue disease","MONDO_0005854",0.158938042503748,0.224416343255379,2,"SCARA5; CEP15"
"skin squamous cell carcinoma","MONDO_0002529",0.156866218760577,0.277184891013526,2,"H3-3B; C1S"
"dementia","MONDO_0001627",0.154732695364391,0.246087736114693,2,"SCARA5; HIF3A"
"sialolithiasis","MONDO_0006970",0.15453289933349,0.249450986244741,2,"GASK1B; FAT3"
"auditory system disorder","MONDO_0002409",0.152917254283327,0.280273597755152,2,"TP53I11; GNG11"
"herpes zoster","MONDO_0005609",0.152278852239824,0.196350138663402,2,"CD83; GASK1B"
"contact dermatitis","MONDO_0005480",0.152094900404473,0.267667225337924,2,"CTSC; SERPINB7"
"angiosarcoma","MONDO_0016982",0.150220299322312,0.222459249306153,2,"IL13RA2; FAT3"
"hyperkalemic periodic paralysis","MONDO_0008224",0.148408486447189,0.258705898279291,2,"CA12; IL13RA2"
"spondylolisthesis","MONDO_0008475",0.147862913641556,0.236111014860872,2,"CD83; GASK1B"
"functional neutrophil defect","MONDO_0015978",0.146551739800506,0.176660431323479,2,"CSF3; CXCL2"
"hypokalemic periodic paralysis","MONDO_0008223",0.146368405649329,0.258705898279291,2,"CA12; IL13RA2"
"Disorder of lipid metabolism","Orphanet_309005",0.142725397301345,0.259075478133976,2,"DPP4; C12orf43"
"skin carcinoma","MONDO_0002656",0.140440344780187,0.277184891013526,2,"LCE3D; NR4A3"
"migraine disorder","MONDO_0005277",0.137913987840625,0.268436378587556,2,"STATH; RAB3IL1"
"immune system disorder","MONDO_0005046",0.135430816963767,0.23247976385916,2,"PLAC9; GPC6"
"jaw disease","EFO_0009468",0.133838291009018,0.192384577721818,2,"MGST1; EREG"
"corneal disorder","MONDO_0000942",0.129810532100876,0.203458723554346,2,"ACAA2; STOM"
"diabetic neuropathy","MONDO_0006626",0.121784475573494,0.150494638254087,2,"GIPR; C12orf43"
"corneal dystrophy","MONDO_0018102",0.121626906519579,0.223815202717253,2,"ACAA2; STOM"
"Splenomegaly","HP_0001744",0.120261607734095,0.178039206553043,2,"SH2D4A; GPC6"
"acute cystitis","MONDO_0001650",0.119162743030697,0.204922661243587,2,"CXCL5; CXCL3"
"phosphorus metabolism disease","MONDO_0002319",0.119162743030697,0.204922661243587,2,"CXCL5; CXCL3"
"abdominal aortic aneurysm","MONDO_0005350",0.118436283568495,0.177234481610589,2,"MMP3; APOA4"
"vitiligo","MONDO_0008661",0.116125571756702,0.131483179240919,2,"KITLG; SH2D4A"
"hemochromatosis type 5","MONDO_0014225",0.11058143240003,0.179230334487533,2,"BEST1; RHCE"
"Abnormality of the integument","HP_0001574",0.10873704018753,0.171881927279615,2,"ZNF281; CEP15"
"osteoarthritis, knee","MONDO_0005416",0.102085378223614,0.155401691038049,2,"CD83; EVI2B"
"vascular disorder","MONDO_0005385",0.101320519189001,0.178698965397884,2,"CEP15; ICAM5"
"aortic valve disorder","MONDO_0003803",0.10011635945464,0.186927844140631,2,"DPP4; ACAA2"
"osteogenesis imperfecta","MONDO_0019019",0.0965246148070533,0.110053339786646,2,"DKK1; TENT5A"
"graft versus host disease","MONDO_0013730",0.0918971364474552,0.0953874221912331,2,"CSF3; CD83"
"complication","EFO_0009518",0.0913435934815318,0.160048436465424,2,"GASK1B; SDSL"
"hypotrichosis simplex","MONDO_0018914",0.0893516084959712,0.0954996285051931,2,"SCD; SOAT1"
"non-syndromic male infertility due to sperm motility disorder","EFO_0700067",0.0866143928825411,0.099322054324509,2,"CCT6B; BEST1"
"spermatogenic failure","MONDO_0004983",0.084738860328705,0.091409520053087,2,"CCT6B; BEST1"
"bipolar disorder","MONDO_0004985",0.0836060589142576,0.131175753785995,2,"PI3; GASK1B"
