"disease_name","disease_id","mean_score","max_score","n_genes","genes"
"palmoplantar keratosis","MONDO_0006590",0.0104748044606578,0.0104748044606578,1,"SERPINB7"
"central centrifugal cicatricial alopecia","MONDO_0022113",0.0103482359311717,0.0103482359311717,1,"LCE3D"
"Nasal polyposis","HP_0100582",0.00997865607648695,0.00997865607648695,1,"STATH"
"nasal cavity polyp","MONDO_0006314",0.00997865607648695,0.00997865607648695,1,"STATH"
"acute lung injury","MONDO_0015796",0.00960907622180225,0.00960907622180225,1,"OLFML3"
"familial ovarian cancer","MONDO_0016248",0.00960907622180225,0.00960907622180225,1,"TP53I3"
"thyroid gland undifferentiated (anaplastic) carcinoma","MONDO_0006468",0.00940375408031074,0.00940375408031074,1,"JPT1"
"mouth disorder","MONDO_0006858",0.00932942746509082,0.00932942746509082,1,"STATH"
"glomerular disorder","MONDO_0019722",0.00878922491082668,0.00878922491082668,1,"SERPINB7"
"anemia","MONDO_0002280",0.00872619101338879,0.00872619101338879,1,"STOM"
"T-cell leukemia","MONDO_0005525",0.00813075680306344,0.00813075680306344,1,"SECTM1"
"mastitis","MONDO_0006849",0.00811022458891429,0.00811022458891429,1,"STATH"
"avian influenza","MONDO_0018695",0.00792543466157194,0.00792543466157194,1,"IFIT5"
"large cell medulloblastoma","MONDO_0002791",0.0079036553772457,0.0079036553772457,1,"GASK1B"
"gastric cardia carcinoma","MONDO_0003834",0.0077525515086989,0.0077525515086989,1,"JPT1"
"fibrosis","EFO_0006890",0.00739159709369404,0.00739159709369404,1,"SH2D4A"
"coinfection","EFO_0010716",0.00739159709369404,0.00739159709369404,1,"IFIT5"
"Meningomyelocele","EFO_1001369",0.00739159709369404,0.00739159709369404,1,"FOLR3"
"cognitive disorder","MONDO_0002039",0.00739159709369404,0.00739159709369404,1,"STATH"
"enamel caries","MONDO_0002233",0.00739159709369404,0.00739159709369404,1,"STATH"
"chronic gastritis","MONDO_0005001",0.00739159709369404,0.00739159709369404,1,"TP53I11"
"dilated cardiomyopathy","MONDO_0005021",0.00739159709369404,0.00739159709369404,1,"SECTM1"
"lipoma","MONDO_0005106",0.00739159709369404,0.00739159709369404,1,"MRGPRF"
"peripheral neuropathy","MONDO_0005244",0.00739159709369404,0.00739159709369404,1,"STATH"
"staphylococcus aureus infection","MONDO_0005545",0.00739159709369404,0.00739159709369404,1,"KRT38"
"renal cell carcinoma associated with Xp11.2 translocations/TFE3 gene fusions","MONDO_0006397",0.00739159709369404,0.00739159709369404,1,"JPT1"
"multiple system atrophy","MONDO_0007803",0.00739159709369404,0.00739159709369404,1,"OLFML3"
"Fanconi anemia","MONDO_0019391",0.00739159709369404,0.00739159709369404,1,"TP53I3"
"nephrolithiasis susceptibility caused by SLC26A1","MONDO_0020722",0.00739159709369404,0.00739159709369404,1,"SDSL"
"uterine cervix neoplasm","MONDO_0021230",0.00739159709369404,0.00739159709369404,1,"MRGPRF"
"neuralgia","MONDO_0021667",0.00739159709369404,0.00739159709369404,1,"STATH"
"kidney oncocytoma","MONDO_0003825",0.00626928719144671,0.00626928719144671,1,"MRGPRF"
"metopic craniosynostosis","EFO_0008511",0.00612598206800156,0.00612598206800156,1,"FOLR3"
"Down syndrome","MONDO_0008608",0.00510649213587421,0.00510649213587421,1,"LCE3D"
"peeling skin syndrome","MONDO_0019347",0.00443495825621642,0.00443495825621642,1,"IFIT5"
"non-alcoholic fatty liver","EFO_1001248",0.00443495825621642,0.00443495825621642,1,"FOLR3"
"brain infarction","MONDO_0005394",0.00443495825621642,0.00443495825621642,1,"RAB3IL1"
"hereditary hemochromatosis","MONDO_0006507",0.00443495825621642,0.00443495825621642,1,"ABCB8"
"arrhythmogenic right ventricular cardiomyopathy","MONDO_0016587",0.00443495825621642,0.00443495825621642,1,"JPT1"
"bone metastasis","EFO_0009870",0.00425016832887407,0.00425016832887407,1,"OLFML3"
"hepatitis C virus induced hepatocellular carcinoma","EFO_0008504",0.00387033245848991,0.00387033245848991,1,"MRGPRF"
"respiratory syncytial virus infectious disease","MONDO_0001577",0.00369579854684702,0.00369579854684702,1,"IFIT5"
"pharyngitis","MONDO_0002258",0.00369579854684702,0.00369579854684702,1,"RAB3IL1"
"oropharynx cancer","MONDO_0004608",0.00369579854684702,0.00369579854684702,1,"MRGPRF"
"cervical adenocarcinoma","MONDO_0005153",0.00369579854684702,0.00369579854684702,1,"SH2D4A"
"swine influenza","MONDO_0005460",0.00369579854684702,0.00369579854684702,1,"IFIT5"
"Wilson disease","MONDO_0010200",0.00369579854684702,0.00369579854684702,1,"SECTM1"
"congenital mesoblastic nephroma","MONDO_0017043",0.00369579854684702,0.00369579854684702,1,"MRGPRF"
"autoimmune polyendocrinopathy","MONDO_0017278",0.00369579854684702,0.00369579854684702,1,"IFIT5"
"Zika virus infectious disease","MONDO_0018661",0.00369579854684702,0.00369579854684702,1,"IFIT5"
"gastric neoplasm","MONDO_0021085",0.00369579854684702,0.00369579854684702,1,"SECTM1"
"tongue neoplasm","MONDO_0021240",0.00369579854684702,0.00369579854684702,1,"KRT38"
"brain injury","MONDO_0043510",0.00369579854684702,0.00369579854684702,1,"RAB3IL1"
"flatulence","EFO_0009669",0.00277184891013526,0.00277184891013526,1,"RAB3IL1"
"hyperplasia","MONDO_0005043",0.00257194150002661,0.00257194150002661,1,"CEP15"
"Abnormal retinal morphology","HP_0000479",0.00221747912810821,0.00221747912810821,1,"RAB3IL1"
"Crohn ileitis","MONDO_0000709",0.00221747912810821,0.00221747912810821,1,"MRGPRF"
"laryngeal carcinoma","MONDO_0002358",0.00221747912810821,0.00221747912810821,1,"LCE3D"
"fasciitis","MONDO_0004830",0.00221747912810821,0.00221747912810821,1,"RAB3IL1"
"experimental autoimmune encephalomyelitis","MONDO_0005134",0.00221747912810821,0.00221747912810821,1,"RAB3IL1"
"pilomatrixoma","MONDO_0007564",0.00221747912810821,0.00221747912810821,1,"KRT38"
"intestinal schistosomiasis","MONDO_0008412",0.00221747912810821,0.00221747912810821,1,"MRGPRF"
"B-cell non-Hodgkin lymphoma","MONDO_0015759",0.00221747912810821,0.00221747912810821,1,"ABCB8"
"T-cell non-Hodgkin lymphoma","MONDO_0015760",0.00221747912810821,0.00221747912810821,1,"ABCB8"
"metastatic neoplasm","MONDO_0024883",0.00221747912810821,0.00221747912810821,1,"KRT38"
"ischemia","EFO_0000556",0.00147831941873881,0.00147831941873881,1,"ABCB8"
"hereditary breast carcinoma","MONDO_0016419",0,0,1,"ABCB8"
