gene,class,source,mean_lfc,padj,n_studies,direction_concordance,signature,compound_label,compound_z,spaceflight_dir,compound_dir,reversed,reversed_z1.5,reversed_z2,reversed_z3,concordant_z1.5,reversal_score
AKR1B10,C6_oncogenic,MSigDB_C6,-0.163966451171037,0.0274209420125872,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.27598243040905,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.209218310870767
NOL8,C6_oncogenic,MSigDB_C6,-0.0620258523168948,0.0278771541420699,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.200948780881934,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0124640194062429
TCN2,C6_oncogenic,MSigDB_C6,-0.155167876800789,0.0279640630258534,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.138812740593136,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0215392782307356
EARS2,C6_oncogenic,MSigDB_C6,0.0548393415536535,0.0279863637929796,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.0718458634620331,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00393997984561159
CITED2,C6_oncogenic,MSigDB_C6,-0.103100515416184,0.0280091812101037,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.81831826258509,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.084369034646999
NPL,C6_oncogenic,MSigDB_C6,-0.241983975614111,0.0280091812101037,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.369331375601637,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0893722745871126
CBX7,C6_oncogenic,MSigDB_C6,0.149267941590561,0.0280107305579377,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.875146737137953,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.130631352042278
B4GALT4,C6_oncogenic,MSigDB_C6,-0.12578878879355,0.0280195039879017,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.01049254415829,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.127108633214584
DNAJA1,C6_oncogenic,MSigDB_C6,-0.0688684440320278,0.0280348871452825,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.03939669644875,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0715816332164552
MTMR10,C6_oncogenic,MSigDB_C6,0.110722250736272,0.0280450000269982,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.352024775844951,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0389769754964846
SYT1,C6_oncogenic,MSigDB_C6,-0.285807072307632,0.0280551354261036,19,0.631578947368421,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.0386827221703787,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0110557955724055
ATAD2B,C6_oncogenic,MSigDB_C6,0.121728602080411,0.0282638811765214,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.207485594318756,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0252569313482454
CALD1,C6_oncogenic,MSigDB_C6,-0.113206677804655,0.0283100677692279,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.03051795616584,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.116661514235578
SLC2A11,C6_oncogenic,MSigDB_C6,0.203672468471408,0.0284732157008432,10,0.8,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.20082721706099,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.244575443506463
IL10RA,C6_oncogenic,MSigDB_C6,-0.270928424125392,0.0284737115140505,18,0.777777777777778,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.878682719136329,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.23806012440182
LAMTOR3,C6_oncogenic,MSigDB_C6,-0.0342972149853765,0.0285680022784013,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.592129642213478,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0203083976382097
ADAP2,C6_oncogenic,MSigDB_C6,0.138725372114329,0.0287928521922102,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.16296434954594,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.161332662146459
SLIT2,C6_oncogenic,MSigDB_C6,-0.198097682113294,0.0290037283320065,22,0.454545454545455,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.314254613595911,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0622531105467587
BACH1,C6_oncogenic,MSigDB_C6,-0.0271228361404409,0.0290212228306177,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.864211420833048,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0234398647579524
HDAC2,C6_oncogenic,MSigDB_C6,-0.0369935034902466,0.0291532518002571,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.100493778179167,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00371761693381907
GPX8,C6_oncogenic,MSigDB_C6,-0.171496158270439,0.0294279588113701,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.53735526813199,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.263650522381457
GCM1,C6_oncogenic,MSigDB_C6,2.57238930386485,0.0294735247413084,3,1,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,3.3309148327507,up,up,FALSE,FALSE,FALSE,FALSE,TRUE,-8.56840968785268
RRP9,C6_oncogenic,MSigDB_C6,-0.164855159280005,0.0294796340526879,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.755039777530693,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.124472202787562
ACSM3,C6_oncogenic,MSigDB_C6,0.272277745451613,0.0295317660856828,19,0.578947368421053,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.09457604526272,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.298028697829476
AHSA1,C6_oncogenic,MSigDB_C6,-0.0695497562877998,0.0295351715535177,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.26062823898416,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0876763867908663
GNGT2,C6_oncogenic,MSigDB_C6,-0.215931952776653,0.0296564521997992,16,0.8125,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.34673028606879,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.290802100534293
TFRC,C6_oncogenic,MSigDB_C6,-0.0923400495423426,0.0297093584478947,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.0255982930962961,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.00236374765271139
SLC30A9,C6_oncogenic,MSigDB_C6,-0.00510111783766617,0.0297838150555345,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.0412620983784499,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.000210482826057847
MICB,C6_oncogenic,MSigDB_C6,-0.328515506406007,0.0299560420169099,9,0.444444444444444,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.84257181511962,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.605313412933457
CLDN1,C6_oncogenic,MSigDB_C6,-0.203507576957821,0.030117764236822,22,0.5,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.73150198535446,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.555881350494964
FOS,oncogene,Curated,-0.329335730550612,0.030117764236822,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,4.42826723224093,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,1.4583866240034
NYNRIN,C6_oncogenic,MSigDB_C6,0.143135686446405,0.0301934995315767,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-3.3869025072071,up,down,TRUE,TRUE,TRUE,TRUE,FALSE,0.484786615296138
MAFF,C6_oncogenic,MSigDB_C6,-0.144021409604163,0.0304006725899716,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,3.80112791765447,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,0.547443800786333
UBA7,C6_oncogenic,MSigDB_C6,-0.23584539122009,0.0304479286678081,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.92034729131946,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.688750449419768
EPCAM,C6_oncogenic,MSigDB_C6,0.313218288995829,0.0304729080362302,17,0.647058823529412,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.694074181213805,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.217396727475969
RGS2,C6_oncogenic,MSigDB_C6,-0.182096217040776,0.0306683323863076,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.66387470545184,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.302985289492615
MAGOHB,C6_oncogenic,MSigDB_C6,-0.0969791763230019,0.030861317676774,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.27354693518384,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.123507532782813
PHGDH,C6_oncogenic,MSigDB_C6,-0.150152637618524,0.030886632814653,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.0837422987684251,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0125741270403175
PLEKHO1,C6_oncogenic,MSigDB_C6,-0.115831524418995,0.0309161281434697,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.68715089652467,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.195425260269327
ACAT2,C6_oncogenic,MSigDB_C6,0.0519967243252852,0.0309757692051309,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.44123874963429,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0749396939516531
CSF2,SASP,Curated,-1.25755652396078,0.031012238787715,2,1,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,4.46721113266513,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,5.61777050379326
NAP1L1,C6_oncogenic,MSigDB_C6,0.0912490129628399,0.0310140907530241,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.370535507430333,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0338109993207029
GARNL3,C6_oncogenic,MSigDB_C6,0.149571236948648,0.0313165273487408,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.27863133206796,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.191246469938702
MT1H,C6_oncogenic,MSigDB_C6,2.51855133020791,0.031328749838068,3,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,4.70451126163176,up,up,FALSE,FALSE,FALSE,FALSE,TRUE,-11.8485530959608
PEX1,C6_oncogenic,MSigDB_C6,0.102708767013966,0.0313623874961841,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.08688636375749,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.111632758305824
OSBPL11,C6_oncogenic,MSigDB_C6,-0.0175754691900482,0.0314772557074132,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.381946250542026,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00671288455865581
EGFL7,C6_oncogenic,MSigDB_C6,0.138065556189345,0.0315336626927501,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.177470535859355,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.024502568240643
HAS2,C6_oncogenic,MSigDB_C6,-0.206401228486651,0.0316394774175009,17,0.470588235294118,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.12912879427422,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.026652341771199
CCDC80,C6_oncogenic,MSigDB_C6,-0.276429971646422,0.0317030410907024,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.15006327106394,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.317911957411796
RAB9B,C6_oncogenic,MSigDB_C6,0.197048496821692,0.0317030410907024,15,0.733333333333333,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.440193347312784,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0867394373988931
IDNK,C6_oncogenic,MSigDB_C6,-0.111143141444883,0.0318159612324789,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.133366015491989,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0148227179237665
SLC7A5,C6_oncogenic,MSigDB_C6,-0.110268841650828,0.0318270527343834,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.28714554699903,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.141932048503604
ATP6AP2,C6_oncogenic,MSigDB_C6,-0.121428261269671,0.0319465916503951,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.05320531495629,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.127888890155118
EIF4ENIF1,C6_oncogenic,MSigDB_C6,0.0891093388711987,0.0319858409100804,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.042004737490048,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00374301438719643
PGF,C6_oncogenic,MSigDB_C6,0.0286783194813332,0.0319907460560633,19,0.631578947368421,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.882757617767218,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0253160049869089
CD82,C6_oncogenic,MSigDB_C6,-0.197615741399498,0.0319929932218464,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.81841685122886,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.359347794228932
COX7B,C6_oncogenic,MSigDB_C6,0.00148371835212963,0.0320272009289707,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.408219111739814,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.000605682187778418
SLC29A2,C6_oncogenic,MSigDB_C6,0.262957746233056,0.0320272009289707,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.23524326533909,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.324816785103128
STYX,C6_oncogenic,MSigDB_C6,0.108599220752872,0.0320272009289707,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.433755973569435,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.047105560726544
NREP,C6_oncogenic,MSigDB_C6,-0.237741522622708,0.0320416788815724,23,0.434782608695652,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-3.34740683790715,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.795817598481711
ISCU,C6_oncogenic,MSigDB_C6,-0.0967978431931722,0.0320473414133679,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.23853783655582,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.119887791291741
INPP5F,C6_oncogenic,MSigDB_C6,0.0785883385013559,0.0322055931652547,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.20007379752942,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0157234673254938
S100A6,C6_oncogenic,MSigDB_C6,-0.178272748713931,0.0325012114245964,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.436426255142957,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0778029081152622
DBNDD1,C6_oncogenic,MSigDB_C6,0.156124918694366,0.0325549613799618,17,0.529411764705882,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.24108464441878,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.193764239202707
PON2,C6_oncogenic,MSigDB_C6,-0.137815856984744,0.0325838895978843,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.0295000620169343,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0040655763279669
LPCAT4,C6_oncogenic,MSigDB_C6,0.106934314974981,0.033014048828918,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.6491612809012,up,down,TRUE,TRUE,FALSE,FALSE,FALSE,0.176351931856432
TMEM8B,C6_oncogenic,MSigDB_C6,0.111776275221996,0.0331369663320557,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.747836070532537,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0835903304407808
KLF13,C6_oncogenic,MSigDB_C6,-0.116409039025844,0.033288084983862,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.436287632117982,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0507878239937152
RBM28,C6_oncogenic,MSigDB_C6,-0.0562012622313036,0.033288084983862,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.100369357590223,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0056408845859156
HLA-B,C6_oncogenic,MSigDB_C6,-0.392081567005814,0.0333899189090268,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.871860472175772,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.341840420141106
SLC16A2,C6_oncogenic,MSigDB_C6,-0.119926055878513,0.0335108205710914,22,0.545454545454545,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.873048003503167,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.104701203652745
DOCK3,C6_oncogenic,MSigDB_C6,-0.0607327016673146,0.0335346556289846,20,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.444798120748171,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0270137915695808
NUP43,C6_oncogenic,MSigDB_C6,0.0804689751435513,0.0335346556289846,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.124772877742968,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0100403455976883
SLC38A1,C6_oncogenic,MSigDB_C6,-0.135890882969883,0.0335346556289846,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.953057008683968,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.1295117584307
ZNF629,C6_oncogenic,MSigDB_C6,0.0322676289579135,0.0335527744376183,10,0.4,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.09920702648147,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0354688044784355
ERAP1,C6_oncogenic,MSigDB_C6,-0.0631163031888487,0.0335652796736607,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.0400359117598156,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.00252691874507451
PIK3CD,oncogene,Curated,-0.170108271305214,0.0335652796736607,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.672215997846369,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.114349501337355
ADRA2A,C6_oncogenic,MSigDB_C6,-0.41230765347824,0.0337162089247774,16,0.5625,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.57746941703995,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.650402713773428
HIPK3,C6_oncogenic,MSigDB_C6,0.147180961482506,0.0337162089247774,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.659214370807499,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0970238049185329
CERKL,C6_oncogenic,MSigDB_C6,0.164989778552391,0.0338856485287701,17,0.705882352941177,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.628811071798998,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.103747399487408
IQCA1,C6_oncogenic,MSigDB_C6,0.524190981446082,0.0339513992833494,3,1,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.64070267836609,up,down,TRUE,TRUE,FALSE,FALSE,FALSE,0.860041547233934
FBLN1,C6_oncogenic,MSigDB_C6,-0.113902931369686,0.0340710588422034,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.266113064491273,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0303110581213262
HR,C6_oncogenic,MSigDB_C6,-0.371804296118338,0.0341079233532656,22,0.363636363636364,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-3.40979314933255,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-1.26777574179672
SDHB,TSG,Curated,-0.0215875751421198,0.0341788938049895,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.230594865575903,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00497798398800683
PLSCR1,C6_oncogenic,MSigDB_C6,-0.226376488797649,0.0341794019854442,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.62431548514386,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.367706836226516
