gene,class,source,mean_lfc,padj,n_studies,direction_concordance,signature,compound_label,compound_z,spaceflight_dir,compound_dir,reversed,reversed_z1.5,reversed_z2,reversed_z3,concordant_z1.5,reversal_score
COLEC12,C6_oncogenic,MSigDB_C6,-0.157843238546483,4.29868724403998e-06,22,0.636363636363636,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.596073798770325,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0940862188106128
AKR1C1,C6_oncogenic,MSigDB_C6,-0.396644897073991,4.68756702924428e-06,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.147867622717375,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.058650937993309
DRD4,C6_oncogenic,MSigDB_C6,0.551976080315497,4.68756702924428e-06,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,2.8376722912863,up,up,FALSE,FALSE,FALSE,FALSE,TRUE,-1.56632722856411
S100A10,C6_oncogenic,MSigDB_C6,-0.209093121635547,5.26330131014842e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.624882176857073,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.130658565013461
CCIN,C6_oncogenic,MSigDB_C6,-0.853830892298811,6.05551403067653e-06,8,0.75,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-4.26910852767029,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-3.64509674350119
LHFPL2,C6_oncogenic,MSigDB_C6,-0.273745118212082,6.05551403067653e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.245843651302486,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0672984993874888
BTN3A2,C6_oncogenic,MSigDB_C6,-0.493071023760892,6.230624236329e-06,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.66586978339565,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.821392119551229
PHLDA1,C6_oncogenic,MSigDB_C6,-0.161630723015157,6.48911555090547e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.21245276666802,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.195969617298279
TRIM58,C6_oncogenic,MSigDB_C6,-0.21116211952819,6.55979504666403e-06,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.03834641759918,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.219259430344746
NR1D1,C6_oncogenic,MSigDB_C6,-0.381497231740273,6.70012990155877e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.134402519138733,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0512741889903457
HSPA5,C6_oncogenic,MSigDB_C6,-0.193577240030523,6.84833151049993e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.126736292201556,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0245332616560792
TNFAIP6,C6_oncogenic,MSigDB_C6,-0.341336841207816,7.28729509883523e-06,15,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-2.6282662642128,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.897124104479466
NRP2,C6_oncogenic,MSigDB_C6,-0.247801172366132,7.30551453720386e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.968288730493901,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.239943082605302
CAMLG,C6_oncogenic,MSigDB_C6,0.285201449175167,7.83392028629062e-06,10,0.5,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.942729811239987,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.268867908346276
IFI16,C6_oncogenic,MSigDB_C6,-0.42944706943157,7.85483712661626e-06,10,0.9,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.432787156938731,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.185859176234959
SERPINB8,C6_oncogenic,MSigDB_C6,-0.298352208042294,8.24094684382166e-06,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.18511300218279,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.353581080980867
COL4A3,C6_oncogenic,MSigDB_C6,0.450266982486278,8.35161578067403e-06,19,0.736842105263158,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.43069807437848,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.644196104799325
CXCL8,SASP,Curated,-1.39835323313679,8.47132268688038e-06,9,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,8.48863912940344,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,11.8701159715328
DNAJC15,C6_oncogenic,MSigDB_C6,-0.078446948379302,8.47132268688038e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.33389941463458,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.10464033852302
SDF2L1,C6_oncogenic,MSigDB_C6,-0.251518670162979,9.27919509479928e-06,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.587359247022898,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.147731816719128
PCDH12,C6_oncogenic,MSigDB_C6,-0.537171558577537,9.56888766148079e-06,19,0.684210526315789,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,3.08858499475797,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,1.65910001543333
FDFT1,C6_oncogenic,MSigDB_C6,0.0965830107445246,9.7746400294968e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.96770755670845,up,down,TRUE,TRUE,FALSE,FALSE,FALSE,0.190047120091655
METRNL,C6_oncogenic,MSigDB_C6,-0.225360963345683,1.09930744710461e-05,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.28974343375383,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.290657822699531
TAGLN2,C6_oncogenic,MSigDB_C6,-0.269219104298796,1.12401132626911e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.26829695038543,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.341449768967661
TOMM40L,C6_oncogenic,MSigDB_C6,-0.236178034097254,1.12401132626911e-05,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.10959362608191,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.262061641254869
TPTEP1,C6_oncogenic,MSigDB_C6,-0.794333554321178,1.27942449053136e-05,8,0.625,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.0613767877395297,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0487536419579571
AXL,oncogene,Curated,-0.258011393103572,1.33121957721234e-05,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.156539987202047,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0403891001744154
NDN,C6_oncogenic,MSigDB_C6,-0.285645531222694,1.344557215755e-05,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.21746342656481,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0621174560026123
EDIL3,C6_oncogenic,MSigDB_C6,0.276958987481714,1.37073733937488e-05,17,0.764705882352941,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.910898917558661,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.252281641905236
C11orf96,C6_oncogenic,MSigDB_C6,-0.451971967551378,1.37522508937995e-05,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.923053008879774,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.417194084577611
CTDSP1,C6_oncogenic,MSigDB_C6,-0.141345525541305,1.44425357078793e-05,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.405029663874484,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0572491307001571
CAMK1,C6_oncogenic,MSigDB_C6,-0.179953913325801,1.54720436810058e-05,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.01658325869023,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.182938135622801
CST1,C6_oncogenic,MSigDB_C6,0.69931942568549,1.61580460352571e-05,3,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.29093407755066,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.902775277710557
HOXB5,C6_oncogenic,MSigDB_C6,-0.421210861784688,1.65216263543068e-05,14,0.642857142857143,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.640444428977585,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.269762149854851
SAMD1,C6_oncogenic,MSigDB_C6,-0.184263208773472,1.65216263543068e-05,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.44524212164703,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.266304950789262
IRX3,C6_oncogenic,MSigDB_C6,-0.155561221503412,1.74308291541523e-05,20,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.17251528791531,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.18239791041953
SEMA6B,C6_oncogenic,MSigDB_C6,0.264415628062847,1.7963625225751e-05,22,0.636363636363636,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.73875821063676,up,down,TRUE,TRUE,FALSE,FALSE,FALSE,0.459754844314952
HMOX1,C6_oncogenic,MSigDB_C6,-0.363131227898476,1.83928551656801e-05,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.626559736522953,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.227523406475326
TIGD6,C6_oncogenic,MSigDB_C6,-0.436645161643201,1.89425238013191e-05,10,0.9,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.8252217096672,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.796974228452315
GOLGA8B,C6_oncogenic,MSigDB_C6,0.281289052044413,1.91079509005802e-05,10,0.4,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.694201453320993,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.195271268732516
FAM153A,C6_oncogenic,MSigDB_C6,1.51209783104416,1.96726541458386e-05,5,0.8,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.80236336020426,up,down,TRUE,TRUE,FALSE,FALSE,FALSE,2.72534972771833
FICD,C6_oncogenic,MSigDB_C6,-0.233806601686031,2.07426277764609e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.640819507877448,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.149827831430941
SUSD5,C6_oncogenic,MSigDB_C6,-0.528742217694744,2.22027631974047e-05,17,0.705882352941177,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.270417500437659,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.142981148884877
IL21R,C6_oncogenic,MSigDB_C6,-0.557098895063596,2.25552123100537e-05,20,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.490362350601237,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.273180323700737
RAB27B,C6_oncogenic,MSigDB_C6,-0.275175571131744,2.29743912534703e-05,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-2.2421337978091,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.616980448365905
GPNMB,C6_oncogenic,MSigDB_C6,-0.310474499649407,2.41913283614721e-05,21,0.476190476190476,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.191458719904934,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0594430502660005
KLF6,C6_oncogenic,MSigDB_C6,-0.182494262866505,2.53382546218831e-05,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.942926419594492,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.17207866188125
C3orf70,C6_oncogenic,MSigDB_C6,-0.956631186182067,2.66864581228235e-05,10,0.9,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.0170839838453988,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0163430717307391
TLR4,C6_oncogenic,MSigDB_C6,-0.357289425309099,2.75825879962101e-05,21,0.619047619047619,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.715462072828564,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.255627032831374
IER5,C6_oncogenic,MSigDB_C6,-0.235947916212965,2.85141132786081e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.104072384799488,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.024555662328753
CLIP4,C6_oncogenic,MSigDB_C6,0.195001762787095,3.11379573439122e-05,22,0.772727272727273,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.670097063804131,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.130670108680262
TM4SF1,C6_oncogenic,MSigDB_C6,-0.497889228244911,3.15295532934252e-05,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,2.35981742139005,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,1.17492767473479
OAF,C6_oncogenic,MSigDB_C6,-0.305968244333866,3.16160141960217e-05,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.592280791925056,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.181219114057981
JDP2,C6_oncogenic,MSigDB_C6,-0.212379443693536,3.28566818776663e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.491104834352425,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.104300571514974
IFIT3,C6_oncogenic,MSigDB_C6,-0.582019071951074,3.30403588685686e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.056609273268825,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0329476766917463
NDUFC2,C6_oncogenic,MSigDB_C6,-0.0944915347288939,3.32151260035209e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.395339738493858,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0373562586296042
SAA1,C6_oncogenic,MSigDB_C6,-1.14549183150266,3.36922590171457e-05,14,0.571428571428571,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,3.80773517687401,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,4.36172954163452
WWC1,C6_oncogenic,MSigDB_C6,-0.358060003064122,3.37972788888991e-05,21,0.523809523809524,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.271383638598428,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0971716264681056
TGIF1,C6_oncogenic,MSigDB_C6,-0.185499838651357,3.38623833792298e-05,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.063119342859502,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0117086279162173
ARL4C,C6_oncogenic,MSigDB_C6,-0.205604918749767,3.5914926656165e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-2.32449861904695,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.477928349703095
TRIM47,C6_oncogenic,MSigDB_C6,-0.245463039046729,3.8622770357775e-05,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.490913587703924,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.120501141147138
MCL1,oncogene,Curated,-0.102667497639485,3.95888159376293e-05,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,1.00506446534793,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.103187453623639
AKR1B1,C6_oncogenic,MSigDB_C6,-0.112495082225969,4.10322183838365e-05,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.500799649408707,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.056337497738969
TWIST2,C6_oncogenic,MSigDB_C6,-0.406977274567407,4.10322183838365e-05,15,0.8,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.474168327428176,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.192975733582905
GAS1,C6_oncogenic,MSigDB_C6,-0.281296100954039,4.19246863657906e-05,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-0.730974307615746,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.205620222629888
F3,C6_oncogenic,MSigDB_C6,-0.386244650496629,4.77542949724769e-05,23,0.826086956521739,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,2.52628610013678,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.975764491801821
ORAI1,C6_oncogenic,MSigDB_C6,-0.160513341767239,4.8983092905717e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.365139369894366,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0586097404725287
GNG7,C6_oncogenic,MSigDB_C6,0.348072306532767,4.90151616026027e-05,20,0.65,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,-1.22994770623466,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.428110735023783
SRRM1,C6_oncogenic,MSigDB_C6,0.140171507205199,4.92169119365104e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.249607734571969,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0349878923650281
C16orf74,C6_oncogenic,MSigDB_C6,-0.489036453954789,5.23499769476764e-05,9,0.777777777777778,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_1,apigenin+luteolin_1,0.737189079625749,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.360512333394371
