"disease","primekg_padj","primekg_n_overlap","primekg_n_disease_genes","ot_n_genes","ot_mean_score","ot_max_score","primekg_score","ot_score","combined_score"
"beta thalassemia",0.502884633667429,2,15,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"keratosis",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"open angle glaucoma",0.502884633667429,2,15,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"diffuse scleroderma",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"Duane syndrome type 1",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"nerve sheath neoplasm",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"perineurioma",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"intraneural perineurioma",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"myelomeningocele",0.502884633667429,2,15,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"muscular dystrophy-dystroglycanopathy",0.502884633667429,2,15,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"porencephaly",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"fatal infantile encephalocardiomyopathy",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"familial bicuspid aortic valve",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"cystinosis",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"glaucoma 1, open angle",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"polymyositis",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"juvenile polymyositis",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"muscle-eye-brain disease",0.502884633667429,2,14,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"qualitative or quantitative defects of alpha-dystroglycan",0.502884633667429,2,14,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"megaloblastic anemia (disease)",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"multiple synostoses syndrome",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"cerebral cortical dysplasia",0.502884633667429,2,14,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"anodontia",0.502884633667429,2,14,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"hydronephrosis",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"Fanconi renotubular syndrome",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"IgE responsiveness, atopic",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"muscular dystrophy-dystroglycanopathy (congenital)",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"lymphangioleiomyomatosis",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"phyllodes tumor",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"malignant breast phyllodes tumor",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"malignant phyllodes tumor",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"partial atrioventricular canal",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"hyperpituitarism",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"growth hormone-producing pituitary gland adenoma",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"hyperekplexia",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"brain hypoxia - ischemia",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"primary intraosseous venous malformation",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"tufted angioma (disease)",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"kaposiform hemangioendothelioma",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"infertility disorder",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"clubfoot",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"SAPHO syndrome",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"infantile Refsum disease",0.502884633667429,2,15,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"bilateral renal agenesis",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"renal hypodysplasia/aplasia",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"autosomal recessive lower motor neuron disease with childhood onset",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"coenzyme Q10 deficiency, primary",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"Joubert syndrome with ocular defect",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"intestinal polyp (disease)",0.502884633667429,1,5,NA,NA,NA,0.0260102420505378,0,0.0260102420505378
"glycogen storage disease",0.511105378067341,3,26,NA,NA,NA,0.0253966844710502,0,0.0253966844710502
"eunuchism",0.511105378067341,3,26,NA,NA,NA,0.0253966844710502,0,0.0253966844710502
"Ehlers-Danlos syndrome, periodontal type 2",NA,NA,NA,2,0.545557677129614,0.683395935046167,0,0.0253164556962025,0.0253164556962025
"complement deficiency",NA,NA,NA,2,0.462997912921662,0.463217017311901,0,0.0253164556962025,0.0253164556962025
"Seizure",NA,NA,NA,2,0.442602041815757,0.589540199883753,0,0.0253164556962025,0.0253164556962025
"epidermolytic palmoplantar keratoderma, 1",NA,NA,NA,2,0.418162117129083,0.464397445059521,0,0.0253164556962025,0.0253164556962025
"hereditary palmoplantar keratoderma",NA,NA,NA,2,0.418162117129083,0.464397445059521,0,0.0253164556962025,0.0253164556962025
"edema",NA,NA,NA,2,0.409396780253045,0.589909779738437,0,0.0253164556962025,0.0253164556962025
"retinal disorder",NA,NA,NA,2,0.405244849187934,0.459713701998794,0,0.0253164556962025,0.0253164556962025
"Short stature",NA,NA,NA,2,0.36292228424684,0.385831102183754,0,0.0253164556962025,0.0253164556962025
"isolated hyperchlorhidrosis",NA,NA,NA,2,0.356892753384885,0.67945153826956,0,0.0253164556962025,0.0253164556962025
"skin aging",NA,NA,NA,2,0.352831763731737,0.365098258681532,0,0.0253164556962025,0.0253164556962025
"monogenic diabetes",NA,NA,NA,2,0.342250613052607,0.536669284231334,0,0.0253164556962025,0.0253164556962025
"pulmonary hypertension, primary, 3",NA,NA,NA,2,0.329802842467748,0.625929568576627,0,0.0253164556962025,0.0253164556962025
"neurodevelopmental disorder",NA,NA,NA,2,0.327078171395961,0.341861365583349,0,0.0253164556962025,0.0253164556962025
"Global developmental delay",NA,NA,NA,2,0.326641861845292,0.385831102183754,0,0.0253164556962025,0.0253164556962025
"Abnormality of skin pigmentation",NA,NA,NA,2,0.324881435026704,0.360602469351813,0,0.0253164556962025,0.0253164556962025
"ovarian endometrioid adenocarcinoma with squamous differentiation",NA,NA,NA,2,0.323382372849114,0.369579854684702,0,0.0253164556962025,0.0253164556962025
"superficial spreading melanoma",NA,NA,NA,2,0.323382372849114,0.369579854684702,0,0.0253164556962025,0.0253164556962025
"Eczematoid dermatitis",NA,NA,NA,2,0.317990691573248,0.33074187187096,0,0.0253164556962025,0.0253164556962025
"Hernia",NA,NA,NA,2,0.308594772555717,0.522709391031745,0,0.0253164556962025,0.0253164556962025
"immunodeficiency disease",NA,NA,NA,2,0.302168780820643,0.344892503652626,0,0.0253164556962025,0.0253164556962025
"Progressive visual loss",NA,NA,NA,2,0.30108274418025,0.386767464754184,0,0.0253164556962025,0.0253164556962025
"atrial flutter",NA,NA,NA,2,0.297655440094266,0.452183820722172,0,0.0253164556962025,0.0253164556962025
"biliary tract disorder",NA,NA,NA,2,0.297290144141509,0.326993335440272,0,0.0253164556962025,0.0253164556962025
"maturity-onset diabetes of the young type 3",NA,NA,NA,2,0.29348949972645,0.499541949532321,0,0.0253164556962025,0.0253164556962025
"Hernia of the abdominal wall",NA,NA,NA,2,0.289767902593243,0.545646664303966,0,0.0253164556962025,0.0253164556962025
"vein disorder",NA,NA,NA,2,0.288777547820674,0.353739892924095,0,0.0253164556962025,0.0253164556962025
"MODY",NA,NA,NA,2,0.284814106860954,0.467988503357441,0,0.0253164556962025,0.0253164556962025
"bladder calculus",NA,NA,NA,2,0.282688926423027,0.335511284729363,0,0.0253164556962025,0.0253164556962025
"Merkel cell skin cancer",NA,NA,NA,2,0.278848000359607,0.280511109705689,0,0.0253164556962025,0.0253164556962025
"Chronic Obstructive Asthma",NA,NA,NA,2,0.269847480497519,0.343514798348886,0,0.0253164556962025,0.0253164556962025
"Moderate albuminuria",NA,NA,NA,2,0.26492854682254,0.271151195365788,0,0.0253164556962025,0.0253164556962025
"Non-syndromic genetic deafness",NA,NA,NA,2,0.260690644760019,0.482738019914205,0,0.0253164556962025,0.0253164556962025
"ulna fracture",NA,NA,NA,2,0.25466505130869,0.323089942175816,0,0.0253164556962025,0.0253164556962025
"radius fracture",NA,NA,NA,2,0.25466505130869,0.323089942175816,0,0.0253164556962025,0.0253164556962025
"Abdominal pain",NA,NA,NA,2,0.254636459464093,0.30421401032382,0,0.0253164556962025,0.0253164556962025
"autoimmune hemolytic anemia",NA,NA,NA,2,0.253974403520226,0.463732273225974,0,0.0253164556962025,0.0253164556962025
"benign neoplasm of adrenal gland",NA,NA,NA,2,0.249246858742822,0.410312035477916,0,0.0253164556962025,0.0253164556962025
"esophageal ulcer",NA,NA,NA,2,0.237747081870438,0.302065140520291,0,0.0253164556962025,0.0253164556962025
"Varicose veins",NA,NA,NA,2,0.237735081749211,0.440879778267071,0,0.0253164556962025,0.0253164556962025
"chronic laryngitis",NA,NA,NA,2,0.236769385899128,0.294936060699956,0,0.0253164556962025,0.0253164556962025
"hepatobiliary neoplasm",NA,NA,NA,2,0.230987409177939,0.277184891013526,0,0.0253164556962025,0.0253164556962025
"oral cavity carcinoma",NA,NA,NA,2,0.230987409177939,0.277184891013526,0,0.0253164556962025,0.0253164556962025
"pernicious anemia",NA,NA,NA,2,0.230878807805482,0.246954432341451,0,0.0253164556962025,0.0253164556962025
"overnutrition",NA,NA,NA,2,0.229901648131786,0.374303076865095,0,0.0253164556962025,0.0253164556962025
"Abnormality of the cardiovascular system",NA,NA,NA,2,0.224596321454137,0.316196097896911,0,0.0253164556962025,0.0253164556962025
"genetic developmental and epileptic encephalopathy",NA,NA,NA,2,0.222010008773072,0.379067431529276,0,0.0253164556962025,0.0253164556962025
"essential hypertension",NA,NA,NA,2,0.221008112863685,0.414770413085296,0,0.0253164556962025,0.0253164556962025
"autosomal dominant nonsyndromic hearing loss",NA,NA,NA,2,0.218528450571926,0.369949434539386,0,0.0253164556962025,0.0253164556962025
"sleep apnea syndrome",NA,NA,NA,2,0.216989034358485,0.329757576306592,0,0.0253164556962025,0.0253164556962025
"Autosomal recessive systemic lupus erythematosus",NA,NA,NA,2,0.216514662068486,0.369579854684702,0,0.0253164556962025,0.0253164556962025
"Thromboembolism",NA,NA,NA,2,0.21584628299164,0.404377167507449,0,0.0253164556962025,0.0253164556962025
"Decreased total leukocyte count",NA,NA,NA,2,0.212422402927471,0.385171705670398,0,0.0253164556962025,0.0253164556962025
"deafness",NA,NA,NA,2,0.209902304444061,0.348164755327138,0,0.0253164556962025,0.0253164556962025
"deep vein thrombosis",NA,NA,NA,2,0.208222836531154,0.404280336178936,0,0.0253164556962025,0.0253164556962025
"severe early-childhood-onset retinal dystrophy",NA,NA,NA,2,0.205915688098916,0.358061203139754,0,0.0253164556962025,0.0253164556962025
"dental caries",NA,NA,NA,2,0.20447707131623,0.365952673480873,0,0.0253164556962025,0.0253164556962025
"congenital heart disease",NA,NA,NA,2,0.202847599042245,0.370503804321414,0,0.0253164556962025,0.0253164556962025
"Sensorineural hearing impairment",NA,NA,NA,2,0.197551232944736,0.317809883329084,0,0.0253164556962025,0.0253164556962025
"lymphoid leukemia",NA,NA,NA,2,0.197475316286738,0.370938814051701,0,0.0253164556962025,0.0253164556962025
"prediabetes syndrome",NA,NA,NA,2,0.196282234227942,0.364476399499847,0,0.0253164556962025,0.0253164556962025
"lung disorder",NA,NA,NA,2,0.192487196202847,0.372408677346415,0,0.0253164556962025,0.0253164556962025
"nervous system cancer",NA,NA,NA,2,0.192047819845331,0.24338618335297,0,0.0253164556962025,0.0253164556962025
"Erythema",NA,NA,NA,2,0.190333625162621,0.369579854684702,0,0.0253164556962025,0.0253164556962025
"respiratory system disorder",NA,NA,NA,2,0.189547238262988,0.246954432341451,0,0.0253164556962025,0.0253164556962025
"Abnormality of the liver",NA,NA,NA,2,0.179365164188461,0.198868578056252,0,0.0253164556962025,0.0253164556962025
"Jaundice",NA,NA,NA,2,0.17554824380307,0.307545076558298,0,0.0253164556962025,0.0253164556962025
"hearing loss disorder",NA,NA,NA,2,0.175340579551334,0.233209485778833,0,0.0253164556962025,0.0253164556962025
"opioid use disorder",NA,NA,NA,2,0.174212111810624,0.274508252684308,0,0.0253164556962025,0.0253164556962025
"Hallux valgus",NA,NA,NA,2,0.173357402487886,0.258299949433064,0,0.0253164556962025,0.0253164556962025
"response to antihypertensive drug",NA,NA,NA,2,0.173303934760968,0.309913621825615,0,0.0253164556962025,0.0253164556962025
"atrioventricular block",NA,NA,NA,2,0.172032334386925,0.29767241489264,0,0.0253164556962025,0.0253164556962025
"acute graft versus host disease",NA,NA,NA,2,0.170900995806939,0.281221693766811,0,0.0253164556962025,0.0253164556962025
"lagophthalmos",NA,NA,NA,2,0.163941513425571,0.300528811094695,0,0.0253164556962025,0.0253164556962025
"spermatocele",NA,NA,NA,2,0.161706006216305,0.199876772729421,0,0.0253164556962025,0.0253164556962025
"ventricular fibrillation",NA,NA,NA,2,0.160991167453868,0.295582825445654,0,0.0253164556962025,0.0253164556962025
"gastritis",NA,NA,NA,2,0.16048048351013,0.285606475859654,0,0.0253164556962025,0.0253164556962025
"mixed connective tissue disease",NA,NA,NA,2,0.158938042503748,0.224416343255379,0,0.0253164556962025,0.0253164556962025
"skin squamous cell carcinoma",NA,NA,NA,2,0.156866218760577,0.277184891013526,0,0.0253164556962025,0.0253164556962025
"dementia",NA,NA,NA,2,0.154732695364391,0.246087736114693,0,0.0253164556962025,0.0253164556962025
"sialolithiasis",NA,NA,NA,2,0.15453289933349,0.249450986244741,0,0.0253164556962025,0.0253164556962025
"auditory system disorder",NA,NA,NA,2,0.152917254283327,0.280273597755152,0,0.0253164556962025,0.0253164556962025
"herpes zoster",NA,NA,NA,2,0.152278852239824,0.196350138663402,0,0.0253164556962025,0.0253164556962025
"angiosarcoma",NA,NA,NA,2,0.150220299322312,0.222459249306153,0,0.0253164556962025,0.0253164556962025
"hyperkalemic periodic paralysis",NA,NA,NA,2,0.148408486447189,0.258705898279291,0,0.0253164556962025,0.0253164556962025
"spondylolisthesis",NA,NA,NA,2,0.147862913641556,0.236111014860872,0,0.0253164556962025,0.0253164556962025
"functional neutrophil defect",NA,NA,NA,2,0.146551739800506,0.176660431323479,0,0.0253164556962025,0.0253164556962025
"Disorder of lipid metabolism",NA,NA,NA,2,0.142725397301345,0.259075478133976,0,0.0253164556962025,0.0253164556962025
"immune system disorder",NA,NA,NA,2,0.135430816963767,0.23247976385916,0,0.0253164556962025,0.0253164556962025
"jaw disease",NA,NA,NA,2,0.133838291009018,0.192384577721818,0,0.0253164556962025,0.0253164556962025
"corneal disorder",NA,NA,NA,2,0.129810532100876,0.203458723554346,0,0.0253164556962025,0.0253164556962025
"corneal dystrophy",NA,NA,NA,2,0.121626906519579,0.223815202717253,0,0.0253164556962025,0.0253164556962025
"Splenomegaly",NA,NA,NA,2,0.120261607734095,0.178039206553043,0,0.0253164556962025,0.0253164556962025
"acute cystitis",NA,NA,NA,2,0.119162743030697,0.204922661243587,0,0.0253164556962025,0.0253164556962025
"hemochromatosis type 5",NA,NA,NA,2,0.11058143240003,0.179230334487533,0,0.0253164556962025,0.0253164556962025
"Abnormality of the integument",NA,NA,NA,2,0.10873704018753,0.171881927279615,0,0.0253164556962025,0.0253164556962025
"osteoarthritis, knee",NA,NA,NA,2,0.102085378223614,0.155401691038049,0,0.0253164556962025,0.0253164556962025
"vascular disorder",NA,NA,NA,2,0.101320519189001,0.178698965397884,0,0.0253164556962025,0.0253164556962025
"aortic valve disorder",NA,NA,NA,2,0.10011635945464,0.186927844140631,0,0.0253164556962025,0.0253164556962025
"complication",NA,NA,NA,2,0.0913435934815318,0.160048436465424,0,0.0253164556962025,0.0253164556962025
"hypotrichosis simplex",NA,NA,NA,2,0.0893516084959712,0.0954996285051931,0,0.0253164556962025,0.0253164556962025
"non-syndromic male infertility due to sperm motility disorder",NA,NA,NA,2,0.0866143928825411,0.099322054324509,0,0.0253164556962025,0.0253164556962025
"erythrokeratodermia variabilis",NA,NA,NA,2,0.0819066326631421,0.0928454020918426,0,0.0253164556962025,0.0253164556962025
"epidermolysis bullosa simplex 2E, with migratory circinate erythema",NA,NA,NA,2,0.0787902101428115,0.0940718180566039,0,0.0253164556962025,0.0253164556962025
"Epidermolysis bullosa simplex with circinate migratory erythema",NA,NA,NA,2,0.0787902101428115,0.0940718180566039,0,0.0253164556962025,0.0253164556962025
"spermatogenic failure 16",NA,NA,NA,2,0.0749424789833271,0.0836636396042494,0,0.0253164556962025,0.0253164556962025
"spermatogenic failure 21",NA,NA,NA,2,0.0749424789833271,0.0836636396042494,0,0.0253164556962025,0.0253164556962025
"Increased total eosinophil count",NA,NA,NA,2,0.0719930451212874,0.138811972276989,0,0.0253164556962025,0.0253164556962025
"Partial congenital cataract",NA,NA,NA,2,0.0716481827511132,0.0757653095185757,0,0.0253164556962025,0.0253164556962025
"Generalized epidermolysis bullosa simplex, non-Dowling-Meara type",NA,NA,NA,2,0.0704258462120593,0.0902636019148765,0,0.0253164556962025,0.0253164556962025
"Oguchi disease",NA,NA,NA,2,0.0699176302146056,0.0787876493881092,0,0.0253164556962025,0.0253164556962025
"Neonatal acute respiratory distress with surfactant metabolism deficiency",NA,NA,NA,2,0.0694767070754169,0.0733201384016605,0,0.0253164556962025,0.0253164556962025
"gastric ulcer",NA,NA,NA,2,0.0688640641885038,0.0745178119869614,0,0.0253164556962025,0.0253164556962025
"intermediate coronary syndrome",NA,NA,NA,2,0.0684325507774587,0.0893822244487016,0,0.0253164556962025,0.0253164556962025
"coronary artery bypass",NA,NA,NA,2,0.0680633080496308,0.0922715700428156,0,0.0253164556962025,0.0253164556962025
"Blue cone monochromatism",NA,NA,NA,2,0.0679622940774253,0.0820841949243832,0,0.0253164556962025,0.0253164556962025
"total hip arthroplasty",NA,NA,NA,2,0.0669588301642412,0.0947793916138557,0,0.0253164556962025,0.0253164556962025
"Short rib-polydactyly syndrome, Verma-Naumoff type",NA,NA,NA,2,0.0664019791386843,0.0708920518945437,0,0.0253164556962025,0.0253164556962025
"Anterior polar cataract",NA,NA,NA,2,0.0653376888612285,0.0690537373042801,0,0.0253164556962025,0.0253164556962025
"bronchopulmonary dysplasia",NA,NA,NA,2,0.0649370283673755,0.0739159709369404,0,0.0253164556962025,0.0253164556962025
"hearing loss, autosomal recessive",NA,NA,NA,2,0.0635000214461217,0.0641501140931289,0,0.0253164556962025,0.0253164556962025
"autosomal dominant macrothrombocytopenia",NA,NA,NA,2,0.0633018074563703,0.0726656936650647,0,0.0253164556962025,0.0253164556962025
"Congenital dyserythropoietic anemia type I",NA,NA,NA,2,0.0626559250406726,0.0665597405821182,0,0.0253164556962025,0.0253164556962025
"X-linked corneal dermoid",NA,NA,NA,2,0.062063544997202,0.0696029740327699,0,0.0253164556962025,0.0253164556962025
"Dent disease",NA,NA,NA,2,0.0618184016529789,0.064508829041295,0,0.0253164556962025,0.0253164556962025
"neutropenia, severe congenital, 2, autosomal dominant",NA,NA,NA,2,0.0617586416170871,0.0744518617262332,0,0.0253164556962025,0.0253164556962025
"Heterotaxia",NA,NA,NA,2,0.0612112907724669,0.0686526138089981,0,0.0253164556962025,0.0253164556962025
"Senior-Loken syndrome",NA,NA,NA,2,0.0611823536964558,0.0639694477755968,0,0.0253164556962025,0.0253164556962025
"angioma serpiginosum",NA,NA,NA,2,0.0605778339813695,0.0739159709369404,0,0.0253164556962025,0.0253164556962025
"corneal neovascularization",NA,NA,NA,2,0.0596933776950319,0.100268508102566,0,0.0253164556962025,0.0253164556962025
"Immunodeficiency due to a complement cascade protein anomaly",NA,NA,NA,2,0.0588361889161678,0.0668625394102828,0,0.0253164556962025,0.0253164556962025
"male infertility",NA,NA,NA,2,0.0583544944200889,0.0708810868592748,0,0.0253164556962025,0.0253164556962025
"late infantile neuronal ceroid lipofuscinosis",NA,NA,NA,2,0.0583470859098674,0.0614438827741806,0,0.0253164556962025,0.0253164556962025
"primary familial polycythemia due to EPO receptor mutation",NA,NA,NA,2,0.0583305061469419,0.0737139852802481,0,0.0253164556962025,0.0253164556962025
"infectious otitis media",NA,NA,NA,2,0.0575030165380343,0.0591994750186786,0,0.0253164556962025,0.0253164556962025
"amegakaryocytic thrombocytopenia, congenital, 2",NA,NA,NA,2,0.0559229757116157,0.0718278447579718,0,0.0253164556962025,0.0253164556962025
"thrombocytopenia 7",NA,NA,NA,2,0.0558241131004875,0.0604170667445816,0,0.0253164556962025,0.0253164556962025
"Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency",NA,NA,NA,2,0.0554074118143305,0.0554074118143305,0,0.0253164556962025,0.0253164556962025
"hemoglobin C-beta-thalassemia syndrome",NA,NA,NA,2,0.055130226923317,0.0618602760771254,0,0.0253164556962025,0.0253164556962025
"Hemoglobin C - beta-thalassemia",NA,NA,NA,2,0.055130226923317,0.0618602760771254,0,0.0253164556962025,0.0253164556962025
"MHC class II deficiency 5",NA,NA,NA,2,0.0550341361610989,0.0598571532647343,0,0.0253164556962025,0.0253164556962025
"WHIM syndrome 2",NA,NA,NA,2,0.0544372646957831,0.0571185665415207,0,0.0253164556962025,0.0253164556962025
"Autosomal recessive early-onset inflammatory bowel disease",NA,NA,NA,2,0.0543324477425517,0.0585494565455749,0,0.0253164556962025,0.0253164556962025
"fetal growth restriction",NA,NA,NA,2,0.0535082846666049,0.0815155593599653,0,0.0253164556962025,0.0253164556962025
"complement component 3 deficiency",NA,NA,NA,2,0.0533774944624748,0.0592122364183095,0,0.0253164556962025,0.0253164556962025
"synovitis",NA,NA,NA,2,0.0527540980243204,0.0833334047675586,0,0.0253164556962025,0.0253164556962025
"X-linked endothelial corneal dystrophy",NA,NA,NA,2,0.0524988183579619,0.060069661681178,0,0.0253164556962025,0.0253164556962025
"immunodeficiency, common variable, 4",NA,NA,NA,2,0.0523620738117286,0.0561613547178873,0,0.0253164556962025,0.0253164556962025
"Hypocalcemic vitamin D-resistant rickets",NA,NA,NA,2,0.0521878153127127,0.072207400073669,0,0.0253164556962025,0.0253164556962025
"hemolytic anemia due to glucophosphate isomerase deficiency",NA,NA,NA,2,0.0517864531880571,0.0536260369147502,0,0.0253164556962025,0.0253164556962025
"T-B+ severe combined immunodeficiency due to JAK3 deficiency",NA,NA,NA,2,0.0517851185941374,0.0562968673312717,0,0.0253164556962025,0.0253164556962025
"Microphthalmia - cataract",NA,NA,NA,2,0.0517042216703898,0.0576563052300869,0,0.0253164556962025,0.0253164556962025
"anemia, congenital dyserythropoietic, type IVb",NA,NA,NA,2,0.0515434544336019,0.054790213457007,0,0.0253164556962025,0.0253164556962025
"ocular hypertension",NA,NA,NA,2,0.0512792048375024,0.0739159709369404,0,0.0253164556962025,0.0253164556962025
"sickle cell disease",NA,NA,NA,2,0.0512431708016706,0.0521828275822065,0,0.0253164556962025,0.0253164556962025
"monosomy 7 myelodysplasia and leukemia syndrome 2",NA,NA,NA,2,0.0506684741276359,0.0677717058528072,0,0.0253164556962025,0.0253164556962025
"Congenitally uncorrected transposition of the great arteries",NA,NA,NA,2,0.0495172328802931,0.0611673138495916,0,0.0253164556962025,0.0253164556962025
"macular corneal dystrophy",NA,NA,NA,2,0.0495153849810196,0.0530106864567002,0,0.0253164556962025,0.0253164556962025
"platelet-type bleeding disorder 15",NA,NA,NA,2,0.0493897278304268,0.0584582935147527,0,0.0253164556962025,0.0253164556962025
"myelodysplastic syndrome with ring sideroblasts",NA,NA,NA,2,0.0491439572270615,0.0529404662843101,0,0.0253164556962025,0.0253164556962025
"anemia, nonspherocytic hemolytic, due to G6PD deficiency",NA,NA,NA,2,0.0486995374518032,0.0500928535039645,0,0.0253164556962025,0.0253164556962025
"X-linked lymphoproliferative disease",NA,NA,NA,2,0.0486538532753213,0.0522078768834684,0,0.0253164556962025,0.0253164556962025
"overhydrated hereditary stomatocytosis",NA,NA,NA,2,0.0486477962721473,0.049235428241096,0,0.0253164556962025,0.0253164556962025
"persistent truncus arteriosus",NA,NA,NA,2,0.0484242004600631,0.0550637025494737,0,0.0253164556962025,0.0253164556962025
"Bietti crystalline dystrophy",NA,NA,NA,2,0.048129460525952,0.0485812718983041,0,0.0253164556962025,0.0253164556962025
"patterned macular dystrophy 1",NA,NA,NA,2,0.0479040168145943,0.0523897923008299,0,0.0253164556962025,0.0253164556962025
"inflammatory bowel disease 1",NA,NA,NA,2,0.0471509978606742,0.04754275250664,0,0.0253164556962025,0.0253164556962025
"liver dysplastic nodule",NA,NA,NA,2,0.0468993583083384,0.053003910826031,0,0.0253164556962025,0.0253164556962025
"inflammatory bowel disease 30",NA,NA,NA,2,0.046844246581286,0.0521403258989177,0,0.0253164556962025,0.0253164556962025
"X-linked dyserythropoetic anemia with abnormal platelets and neutropenia",NA,NA,NA,2,0.0457780087005206,0.058559927974791,0,0.0253164556962025,0.0253164556962025
"Cirrhosis",NA,NA,NA,2,0.0457202815003547,0.0840489659070154,0,0.0253164556962025,0.0253164556962025
"cone-rod dystrophy 22",NA,NA,NA,2,0.0454731053204057,0.0473283961909229,0,0.0253164556962025,0.0253164556962025
"erythrocytosis, familial, 6",NA,NA,NA,2,0.0452033120264859,0.0556587261155161,0,0.0253164556962025,0.0253164556962025
"X-linked agammaglobulinemia",NA,NA,NA,2,0.0451959204293922,0.0470401239042689,0,0.0253164556962025,0.0253164556962025
"Crigler-Najjar syndrome type 2",NA,NA,NA,2,0.0450443926889715,0.050055895518496,0,0.0253164556962025,0.0253164556962025
"gluthathione peroxidase deficiency",NA,NA,NA,2,0.0442054464188372,0.0557548168777341,0,0.0253164556962025,0.0253164556962025
"Atrial septal defect - atrioventricular conduction defects",NA,NA,NA,2,0.0436695556295444,0.0536777780944061,0,0.0253164556962025,0.0253164556962025
"hereditary spherocytosis type 4",NA,NA,NA,2,0.0432851925806723,0.0484297441578833,0,0.0253164556962025,0.0253164556962025
"IRIDA syndrome",NA,NA,NA,2,0.0432038850126416,0.0467518516176148,0,0.0253164556962025,0.0253164556962025
"autoimmune lymphoproliferative syndrome due to CTLA4 haploinsufficiency",NA,NA,NA,2,0.0428472404528709,0.0467333726248805,0,0.0253164556962025,0.0253164556962025
